Season,TeamID,PointScored,PointAllow,FGM,FGA,FGM3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF
2014,1255,66.89,81.64,24.21,57.25,5.54,12.93,17.71,9.54,20.86,12.43,13.0,6.54,1.71,19.68
2014,1256,80.27,65.58,27.55,60.97,7.67,17.52,26.18,12.76,26.3,15.76,11.48,9.06,4.82,18.94
2014,1257,82.12,60.97,28.91,61.03,8.06,16.24,24.65,13.71,24.18,15.68,10.29,10.12,4.62,19.5
2014,1258,72.42,76.94,25.77,59.39,4.45,16.42,21.61,11.77,21.45,12.06,12.1,7.0,3.65,20.23
2014,1259,64.48,71.83,22.24,54.34,4.83,15.17,22.72,10.79,20.24,11.1,12.1,8.03,4.17,19.34
2014,1260,65.23,68.84,22.97,50.03,5.97,13.32,19.0,8.19,21.97,12.87,13.26,5.42,2.52,19.77
2014,1261,75.06,71.25,27.12,61.12,6.72,14.09,21.06,13.34,26.31,14.19,13.78,7.72,5.94,19.06
2014,1262,60.93,70.11,20.15,51.41,6.63,14.0,19.93,9.48,21.63,11.59,13.52,5.93,2.59,18.78
2014,1263,70.71,83.57,25.54,58.5,6.14,13.5,19.86,9.0,23.64,13.89,15.07,7.39,2.14,21.18
2014,1264,77.38,70.0,25.16,55.81,6.41,20.66,31.19,12.75,24.84,13.19,14.16,8.28,6.09,24.12
2014,1265,68.35,72.03,22.87,56.0,6.48,16.13,22.58,10.77,23.32,11.03,12.39,6.52,3.94,18.81
2014,1266,72.19,68.72,25.0,56.25,4.81,17.38,25.19,11.84,24.62,14.81,11.97,6.31,3.12,19.72
2014,1267,69.19,72.29,24.13,58.0,5.74,15.19,24.61,12.9,23.35,10.94,13.13,6.23,3.65,19.97
2014,1268,70.94,67.69,24.75,57.62,7.06,14.38,21.16,12.0,25.5,11.69,12.75,6.31,4.34,19.81
2014,1269,76.09,70.75,27.25,59.22,5.44,16.16,23.69,12.19,26.38,15.19,13.53,6.81,5.53,19.62
2014,1270,66.83,75.97,23.17,60.0,6.62,13.86,20.14,13.07,22.86,11.9,12.59,6.97,3.83,17.83
2014,1271,65.68,76.11,21.5,54.43,6.0,16.68,23.04,11.71,20.36,10.96,12.43,6.36,1.96,19.54
2014,1272,76.84,70.16,28.03,59.03,5.39,15.39,23.58,12.68,24.71,17.0,13.39,8.65,4.77,18.03
2014,1273,77.19,67.45,26.65,57.13,8.26,15.65,21.29,10.97,25.45,15.84,12.19,6.19,4.19,19.1
2014,1274,61.48,59.52,21.58,51.21,5.64,12.7,18.48,10.97,23.58,10.48,10.15,4.88,3.76,15.82
2014,1275,65.33,69.83,23.3,53.13,4.77,13.97,18.5,7.97,22.5,12.57,13.6,8.5,2.27,17.43
2014,1276,74.39,65.36,25.61,53.82,8.48,14.7,19.3,8.85,22.94,14.21,9.39,5.12,2.52,14.55
2014,1277,75.94,65.32,27.26,57.44,8.06,13.35,19.26,11.06,26.0,17.0,11.44,6.94,4.82,18.88
2014,1278,70.88,67.81,24.31,54.28,7.06,15.19,20.69,10.66,23.72,13.72,11.94,7.31,4.16,19.28
2014,1279,75.21,72.73,25.33,60.7,7.82,16.73,24.03,12.97,23.73,12.52,11.18,7.45,5.52,19.42
2014,1280,67.7,71.3,23.79,53.82,4.67,15.45,23.3,9.85,23.06,12.15,13.91,7.73,2.67,17.27
2014,1281,72.88,69.48,23.58,51.91,5.85,19.88,26.79,11.12,26.15,10.33,12.61,5.0,3.27,19.24
2014,1282,69.28,76.34,24.48,56.69,5.66,14.66,23.17,9.38,23.03,11.76,13.0,7.0,2.34,20.69
2014,1283,68.32,68.65,22.87,53.06,6.97,15.61,22.16,9.13,23.52,11.87,11.19,4.77,2.81,19.87
2014,1284,69.0,73.06,24.25,57.69,5.53,14.97,23.41,12.91,24.09,12.06,14.44,6.94,3.0,21.81
2014,1285,69.96,69.25,23.57,49.86,7.39,15.43,21.07,7.25,20.21,11.36,9.96,4.79,2.61,20.79
2014,1286,65.21,70.07,22.45,52.59,5.59,14.72,20.66,8.66,21.93,9.72,11.79,6.31,1.55,18.21
2014,1287,75.06,73.48,24.39,54.77,5.39,20.9,29.48,13.29,23.81,12.65,15.87,7.58,2.87,23.81
2014,1288,71.45,72.23,25.81,60.29,4.52,15.32,25.03,14.39,24.0,12.71,13.0,6.32,5.06,20.9
2014,1290,68.86,81.59,24.03,59.97,6.31,14.48,21.66,11.9,22.83,10.62,14.9,7.34,1.86,22.69
2014,1291,76.25,77.97,25.66,58.22,8.88,16.06,21.69,10.06,22.12,11.75,12.0,7.16,3.06,18.75
2014,1292,68.45,62.9,23.81,53.42,5.29,15.55,23.58,11.84,24.0,12.58,12.61,7.1,4.74,20.16
2014,1293,76.26,73.44,25.7,54.85,7.37,17.48,26.78,11.7,23.7,12.81,12.74,5.33,3.89,19.22
2014,1294,72.38,70.17,26.24,54.17,5.76,14.14,20.21,10.66,20.52,11.59,11.1,5.69,2.0,19.31
2014,1295,74.75,67.46,26.57,52.82,5.0,16.61,22.04,9.14,22.89,11.5,9.93,6.14,4.29,18.29
2014,1296,60.68,62.94,19.48,50.65,4.23,17.48,25.61,12.84,23.68,8.13,14.84,6.52,3.32,20.39
2014,1297,68.13,73.7,23.47,53.93,7.6,13.6,19.27,9.53,21.8,11.13,11.6,5.43,2.97,20.77
2014,1298,59.38,65.86,21.38,53.9,6.66,9.97,15.83,10.76,21.97,12.24,12.69,6.45,3.21,19.03
2014,1299,64.45,73.48,19.19,51.1,5.26,20.81,29.94,12.26,23.94,9.06,15.03,4.55,3.97,23.32
2014,1300,72.23,59.26,23.9,52.61,5.03,19.39,26.71,11.45,23.16,14.1,11.39,7.68,3.84,20.1
2014,1301,70.79,69.47,26.26,57.26,4.47,13.79,20.85,11.94,22.38,12.94,10.41,4.76,3.97,18.71
2014,1303,79.0,77.0,26.7,60.81,7.0,18.59,24.15,10.41,23.41,14.74,12.63,7.67,2.44,19.33
2014,1304,67.0,64.87,22.45,52.58,5.94,16.16,22.48,8.81,24.55,9.58,10.9,6.87,2.97,20.29
2014,1305,72.38,73.88,24.88,57.34,6.69,15.94,21.88,11.0,23.78,10.84,10.41,5.0,4.5,18.88
2014,1306,56.59,64.66,19.0,51.48,7.03,11.55,16.62,9.55,24.03,9.55,12.97,4.0,3.17,19.34
2014,1307,74.64,66.36,25.09,54.52,5.85,18.61,25.61,10.64,27.52,15.45,10.61,4.85,5.15,16.94
2014,1308,76.65,67.5,25.79,53.0,5.15,19.91,29.03,12.03,25.26,13.0,12.65,4.65,6.21,17.15
2014,1309,69.83,79.33,22.67,53.96,5.04,19.46,27.96,12.42,23.17,11.25,16.88,6.04,2.92,21.25
2014,1310,75.27,82.09,25.33,59.06,5.03,19.58,28.7,12.39,21.91,10.0,13.64,6.97,2.15,23.76
2014,1311,67.82,73.29,23.96,54.32,6.14,13.75,21.46,9.75,21.46,13.07,12.29,5.68,2.82,23.89
2014,1312,68.68,73.72,23.12,55.36,7.0,15.44,21.48,9.16,23.52,12.08,12.88,6.28,3.0,21.0
2014,1313,68.73,69.27,24.47,54.17,5.37,14.43,20.97,12.27,22.13,13.1,13.13,6.23,3.77,19.53
2014,1314,76.31,69.06,27.72,59.88,4.19,16.69,26.69,14.06,25.69,15.56,12.03,7.31,4.78,20.31
2014,1315,73.0,75.65,25.39,56.32,5.68,16.55,23.97,10.9,19.87,11.94,11.23,8.03,2.55,20.35
2014,1316,70.63,74.83,23.97,55.5,6.93,15.77,22.5,12.1,24.4,11.93,15.1,5.03,3.73,18.77
2014,1317,69.17,72.3,23.97,57.07,5.13,16.1,23.57,10.87,25.2,10.1,12.7,6.5,3.57,20.03
2014,1318,65.91,68.72,22.94,52.88,4.88,15.16,23.5,11.28,23.62,11.59,13.12,5.41,3.44,17.28
2014,1319,66.48,68.71,24.06,53.48,5.26,13.1,18.35,10.61,22.03,10.48,12.58,6.13,3.97,17.77
2014,1320,72.33,69.9,24.37,54.33,8.5,15.1,20.9,8.63,23.9,13.9,10.63,5.57,2.93,18.17
2014,1321,59.52,63.36,20.15,50.88,6.58,12.64,18.06,7.55,25.0,11.03,10.91,4.3,3.64,18.45
2014,1322,85.45,84.38,30.31,64.79,5.83,19.0,25.76,12.48,25.0,16.52,13.21,8.1,5.0,20.59
2014,1323,71.97,70.56,26.22,57.56,7.12,12.41,17.28,10.75,23.03,15.12,10.34,5.84,3.03,16.19
2014,1324,73.61,78.61,24.68,57.65,8.52,15.74,21.74,9.03,21.84,15.58,11.23,6.94,1.71,20.1
2014,1325,71.27,67.12,25.15,55.18,7.39,13.58,19.0,9.64,25.24,14.7,12.91,6.48,4.24,19.61
2014,1326,69.79,59.76,24.09,53.68,5.79,15.82,22.97,10.09,24.0,12.03,11.18,7.65,4.5,16.5
2014,1328,82.16,75.88,27.62,61.31,8.53,18.38,24.5,11.88,25.78,14.66,11.44,6.84,3.28,19.03
2014,1329,80.33,69.09,26.42,56.85,7.15,20.33,28.09,9.55,25.7,13.64,10.42,7.58,4.79,19.61
2014,1330,63.42,64.45,22.61,53.03,5.15,13.06,21.27,11.76,23.67,10.27,13.39,6.12,4.09,19.7
2014,1331,71.42,69.94,25.1,54.48,4.74,16.48,22.84,10.81,24.03,12.0,11.19,5.19,4.39,19.74
2014,1332,81.84,74.0,27.41,58.56,7.78,19.25,25.12,10.78,23.5,14.44,11.66,7.94,3.38,21.25
2014,1333,75.26,74.97,25.45,52.52,5.52,18.84,27.06,9.81,24.68,13.39,13.58,4.87,4.71,19.03
2014,1334,72.14,74.66,24.0,54.97,6.52,17.62,22.79,10.86,23.45,12.07,12.17,5.0,1.83,23.0
2014,1335,68.25,74.82,24.43,54.21,5.0,14.39,21.21,9.57,23.96,14.57,16.11,5.82,3.43,22.61
2014,1336,71.5,70.91,24.56,56.75,6.22,16.16,21.62,10.34,24.62,11.53,10.53,4.5,4.66,20.91
2014,1337,70.83,72.63,24.73,54.73,6.43,14.93,21.33,10.2,24.3,13.6,12.1,4.6,4.2,19.0
2014,1338,72.47,62.35,24.85,53.88,5.15,17.62,24.79,12.15,23.94,15.62,10.56,7.0,3.0,17.5
2014,1339,75.06,72.03,26.13,57.35,6.16,16.65,22.65,10.94,25.06,15.23,11.81,5.94,4.13,20.0
2014,1340,71.66,72.97,24.86,53.9,6.31,15.62,21.34,8.62,20.97,12.79,11.52,5.76,2.0,19.48
2014,1341,68.55,77.27,23.52,57.21,6.52,15.0,23.21,11.85,22.3,10.48,14.39,7.09,2.61,21.91
2014,1342,63.83,77.03,23.57,52.77,5.7,11.0,16.13,7.07,22.5,11.13,12.7,4.33,2.73,15.47
2014,1343,71.19,64.81,23.52,52.44,9.15,15.0,20.74,8.26,24.15,14.22,11.15,6.19,3.44,17.37
2014,1344,73.21,69.53,24.15,56.79,6.29,18.62,23.82,12.44,24.38,13.65,11.65,5.59,4.85,17.32
2014,1345,72.25,71.66,25.69,60.19,5.5,15.38,22.91,13.91,25.34,13.09,12.28,5.59,5.25,20.69
2014,1346,79.13,76.74,26.16,61.58,5.39,21.42,29.97,16.84,28.65,12.77,12.52,3.52,4.61,19.61
2014,1347,75.93,74.87,26.8,57.6,5.9,16.43,23.57,11.13,23.17,12.13,10.97,6.53,3.63,19.37
2014,1348,67.84,68.23,23.55,53.13,4.65,16.1,24.61,11.06,24.74,11.94,14.03,5.0,5.23,20.32
2014,1349,61.25,70.25,21.36,52.39,7.79,10.75,16.71,7.39,23.96,13.93,12.89,4.46,1.89,19.18
2014,1350,66.55,65.15,22.73,53.85,6.33,14.76,22.06,9.21,23.33,10.58,10.64,5.85,4.3,19.27
2014,1351,73.94,76.58,23.97,54.97,7.65,18.35,25.1,10.87,22.65,12.16,13.19,6.06,2.87,20.1
2014,1352,71.56,71.26,24.62,56.21,7.24,15.09,20.76,10.76,22.38,12.29,11.32,7.12,1.79,18.41
2014,1353,69.72,75.81,24.44,58.22,5.88,14.97,21.28,12.03,22.88,12.34,12.56,5.78,4.38,20.53
2014,1354,62.0,73.25,22.29,56.89,4.89,12.54,19.11,13.5,23.07,11.93,15.18,5.39,3.14,19.54
2014,1355,71.57,69.5,23.43,53.64,6.36,18.36,23.93,9.96,24.82,12.86,11.86,5.32,2.89,17.79
2014,1356,66.0,66.69,23.31,51.78,4.53,14.84,21.97,11.03,22.09,9.91,11.97,7.25,2.12,18.91
2014,1357,69.74,76.71,24.45,59.23,6.35,14.48,21.13,12.23,22.29,12.52,12.19,5.35,2.1,19.94
2014,1358,73.87,71.06,24.16,53.29,6.71,18.84,28.19,11.77,21.9,14.71,12.81,6.58,3.19,22.06
2014,1359,69.77,77.27,25.43,53.73,4.83,14.07,20.9,8.73,22.47,13.4,12.83,5.67,2.9,21.4
2014,1360,65.73,65.93,22.3,50.7,6.57,14.57,21.03,9.17,22.77,10.87,11.83,5.43,3.77,18.83
2014,1361,68.35,57.84,23.55,55.39,4.74,16.52,24.87,12.9,23.9,9.35,9.77,7.45,4.97,16.65
2014,1362,73.83,71.87,25.7,54.33,6.73,15.7,24.47,11.07,24.37,14.47,11.67,5.07,2.5,19.4
2014,1363,61.31,72.31,20.0,54.14,8.45,12.86,17.86,10.17,24.62,10.9,13.38,4.21,2.69,20.69
2014,1364,70.71,66.36,24.14,51.96,6.89,15.54,21.79,9.68,24.96,15.57,11.29,4.93,4.82,18.89
2014,1365,69.65,71.77,23.58,56.0,7.32,15.16,20.65,10.26,21.35,11.74,10.23,5.77,4.06,20.39
2014,1366,60.27,64.47,21.27,51.07,4.77,12.97,19.87,10.87,22.4,9.97,15.6,6.7,4.8,20.9
2014,1367,72.39,69.61,25.55,56.81,6.32,14.97,22.29,12.32,25.16,15.32,12.29,6.42,3.48,18.58
2014,1368,67.93,73.32,23.36,53.54,6.86,14.36,20.86,8.5,22.93,11.57,12.36,4.25,3.93,20.25
2014,1369,80.9,79.8,29.13,58.77,6.5,16.13,23.23,10.83,25.6,16.0,13.37,6.83,4.2,20.13
2014,1370,70.46,72.21,24.82,58.89,7.68,13.14,19.93,13.07,23.54,13.21,13.82,6.07,3.18,22.21
2014,1371,71.82,69.85,24.0,52.85,7.41,16.41,22.76,8.47,23.97,13.29,12.21,6.65,2.74,19.85
2014,1372,75.84,63.03,26.23,56.84,7.16,16.23,22.81,13.0,20.61,16.42,10.97,7.03,3.16,20.9
2014,1373,69.91,71.62,24.16,57.38,4.34,17.25,24.0,14.09,23.72,13.69,14.16,5.88,4.59,22.97
2014,1374,71.38,62.28,25.47,52.31,4.56,15.88,23.22,10.62,25.62,15.22,13.69,7.5,4.59,19.41
2014,1375,67.39,71.96,22.5,57.07,7.93,14.46,20.79,11.82,24.68,11.25,12.46,4.79,3.96,20.36
2014,1376,68.32,69.88,22.5,54.5,5.74,17.59,24.91,13.76,21.59,12.24,14.26,6.29,3.76,22.68
2014,1377,66.89,73.15,22.48,52.44,6.11,15.81,20.89,8.26,23.19,11.74,12.56,5.15,3.7,17.41
2014,1378,65.62,70.75,23.47,54.03,3.03,15.66,23.66,11.06,24.0,12.56,12.84,5.81,3.69,17.69
2014,1379,70.68,63.32,23.32,51.42,5.26,18.77,26.81,12.61,22.87,13.39,13.45,7.71,1.97,21.03
2014,1380,68.24,64.52,24.41,55.48,5.86,13.55,21.79,11.28,26.45,12.28,14.0,5.55,4.97,22.03
2014,1381,58.04,74.75,20.07,49.93,4.5,13.39,19.64,7.93,20.32,10.75,13.89,4.18,3.21,23.29
2014,1382,73.36,70.09,25.94,57.0,4.7,16.79,23.45,12.67,22.61,13.42,12.82,6.97,4.21,20.24
2014,1383,68.52,67.26,24.29,56.65,6.0,13.94,20.45,11.9,25.03,12.13,13.1,5.65,5.39,19.94
2014,1384,61.81,69.35,21.77,53.19,7.1,11.16,17.39,9.03,21.1,11.65,10.74,5.68,2.74,15.52
2014,1385,72.66,67.03,26.19,58.44,4.62,15.66,22.41,11.25,25.44,13.06,10.84,6.81,7.59,18.84
2014,1386,71.27,66.94,24.64,52.58,7.36,14.64,22.82,9.61,26.3,14.06,12.33,4.48,4.61,15.82
2014,1387,70.06,61.81,24.29,54.65,5.71,15.77,22.19,9.94,25.74,14.1,12.61,7.39,4.23,17.29
2014,1388,71.66,66.41,23.5,52.28,6.94,17.72,25.03,11.78,22.28,12.25,11.44,5.47,3.31,19.28
2014,1389,63.26,65.87,21.26,52.23,5.26,15.48,22.0,10.61,23.35,9.77,12.03,6.42,4.35,18.29
2014,1390,73.52,68.64,25.27,54.42,5.91,17.06,24.27,9.67,25.18,11.79,11.24,5.09,4.24,18.06
2014,1391,61.81,72.65,22.03,52.52,5.13,12.61,19.03,9.45,20.39,11.94,12.35,5.61,3.74,17.06
2014,1392,71.56,66.31,25.31,55.72,5.38,15.56,21.62,11.41,25.03,12.75,12.41,5.97,3.03,19.06
2014,1393,68.16,59.5,24.06,55.06,5.0,15.03,21.38,13.19,22.06,11.94,8.91,8.03,4.94,15.91
2014,1394,68.4,67.5,24.4,51.67,4.27,15.33,22.9,11.07,22.1,12.13,12.33,6.57,3.13,20.03
2014,1395,63.33,72.57,20.8,51.9,4.7,17.03,23.27,8.4,21.23,11.13,11.7,6.1,3.17,17.23
2014,1396,73.9,78.1,26.71,62.39,6.48,14.0,19.81,12.35,23.19,13.58,10.55,5.81,3.52,18.48
2014,1397,70.5,61.38,24.41,55.16,5.56,16.12,22.78,13.72,25.03,12.09,10.88,5.19,4.72,17.19
2014,1398,67.34,75.17,23.07,54.24,4.97,16.24,23.34,11.17,21.62,10.21,12.21,5.34,2.72,21.28
2014,1399,70.06,73.58,23.97,53.52,5.55,16.58,24.68,12.1,22.52,11.9,15.32,6.61,4.35,22.71
2014,1400,74.12,70.03,25.79,59.85,5.12,17.42,26.24,15.06,26.7,12.76,12.36,5.76,6.0,19.06
2014,1401,65.16,63.44,22.97,53.56,5.81,13.41,20.84,9.44,24.03,12.78,11.28,6.5,3.97,18.12
2014,1402,60.38,66.72,22.07,51.48,4.72,11.52,17.28,9.59,21.83,10.83,13.69,5.86,2.79,18.45
2014,1403,68.44,68.44,24.47,53.69,4.38,15.12,20.78,11.78,21.16,11.44,12.03,6.12,3.66,18.91
2014,1404,73.45,82.07,25.45,60.48,7.28,15.28,21.21,11.45,19.93,13.52,11.45,7.48,2.55,20.9
2014,1405,79.16,74.03,27.16,58.78,5.78,19.06,26.03,12.69,23.03,15.0,10.25,6.56,2.94,17.53
2014,1406,72.25,68.22,23.22,51.81,5.84,19.97,28.53,11.72,26.53,9.66,11.25,3.94,4.66,20.12
2014,1407,67.07,70.34,22.1,54.07,7.17,15.69,23.76,11.97,22.86,10.76,12.48,5.62,2.41,15.72
2014,1408,63.78,70.09,20.34,49.19,5.97,17.12,24.72,10.06,23.22,9.03,12.69,4.59,2.91,19.12
2014,1409,73.09,67.36,24.67,55.82,5.76,18.0,26.67,10.79,25.52,12.52,11.45,6.97,3.79,21.42
2014,1410,64.74,70.97,23.29,56.71,4.77,13.39,20.29,10.77,21.77,12.13,12.06,6.81,2.35,20.58
2014,1411,75.06,72.97,24.84,54.22,6.31,19.06,26.81,11.28,25.44,13.66,13.22,4.59,3.53,16.56
2014,1412,72.21,70.66,25.31,61.24,4.9,16.69,25.45,16.24,28.03,12.31,12.97,5.07,4.14,17.69
2014,1413,69.0,78.79,23.62,55.0,7.66,14.1,20.48,8.17,19.38,11.38,11.76,5.14,2.21,19.76
2014,1414,69.16,63.56,25.47,54.75,5.69,12.53,20.0,10.81,27.38,15.09,12.53,5.41,6.41,18.69
2014,1415,66.9,72.21,23.31,54.83,4.38,15.9,22.93,10.31,23.38,11.07,13.28,6.0,4.28,19.55
2014,1416,71.38,74.17,25.45,58.72,6.69,13.79,22.45,14.34,23.24,12.14,13.69,6.93,4.28,18.14
2014,1417,81.82,70.76,29.06,59.29,6.38,17.32,23.12,10.09,25.56,17.21,10.53,9.38,2.88,17.74
2014,1418,79.84,76.23,27.39,59.74,7.23,17.84,26.84,13.65,24.19,13.1,13.87,7.0,3.94,21.16
2014,1419,63.62,68.85,23.08,54.73,5.31,12.15,19.42,10.65,24.04,12.46,13.0,5.62,3.38,18.69
2014,1420,64.97,72.62,22.14,55.34,5.86,14.83,22.34,11.24,22.41,11.86,14.93,7.66,2.66,23.24
2014,1421,76.93,78.24,25.76,56.9,7.0,18.41,24.69,11.38,24.62,11.9,13.66,6.52,5.52,19.34
2014,1422,69.07,75.28,24.52,57.31,5.14,14.9,21.66,10.31,25.17,11.14,13.93,5.69,2.21,21.93
2014,1423,62.2,70.17,22.87,57.0,4.43,12.03,18.43,11.9,22.8,10.7,11.5,5.9,3.87,18.53
2014,1424,71.36,65.58,25.27,57.73,5.91,14.91,22.79,12.58,27.24,13.24,11.12,4.85,6.45,15.76
2014,1425,70.48,75.9,24.97,56.9,4.45,16.1,24.06,10.94,25.74,12.48,13.97,5.45,4.26,19.84
2014,1426,75.03,79.03,24.9,57.73,7.9,17.33,24.43,11.43,24.7,11.93,13.4,4.73,3.63,20.07
2014,1427,68.19,78.26,21.7,51.74,6.11,18.67,26.67,11.85,22.19,10.33,15.89,5.85,1.78,20.7
2014,1428,72.3,65.23,25.33,53.37,6.03,15.6,21.1,8.77,24.77,14.53,11.87,6.43,4.57,17.13
2014,1429,68.74,67.06,24.26,53.94,6.81,13.42,18.16,10.39,25.42,15.81,10.9,3.39,3.52,17.68
2014,1430,65.69,66.03,22.07,51.45,6.24,15.31,20.28,8.93,24.45,13.76,11.1,4.83,2.69,17.1
2014,1431,69.03,64.39,23.29,49.94,4.39,18.06,26.42,10.23,25.55,13.06,13.26,4.97,4.06,18.39
2014,1433,74.97,64.85,26.24,62.68,7.41,15.09,22.38,14.15,23.74,13.12,12.26,11.18,4.26,19.56
2014,1434,69.57,69.03,22.93,50.63,6.43,17.27,23.57,10.1,25.27,11.87,15.3,5.23,4.9,21.57
2014,1435,64.58,65.55,22.23,51.55,6.16,13.97,21.23,9.84,24.65,13.03,13.35,4.68,4.45,17.45
2014,1436,70.57,60.93,23.8,51.1,5.73,17.23,23.73,10.2,24.3,12.77,11.5,6.83,3.9,18.47
2014,1437,78.53,66.59,25.75,56.06,9.03,18.0,25.25,11.28,25.81,15.62,11.84,6.94,4.03,19.72
2014,1438,65.94,55.29,23.06,50.97,5.5,14.32,21.59,10.91,24.65,13.09,10.21,5.32,3.97,16.06
2014,1439,62.9,67.0,21.45,52.87,6.94,13.06,20.16,10.84,25.87,10.9,12.65,3.26,4.55,16.9
2014,1440,83.22,82.7,29.48,68.7,8.48,15.78,22.81,14.0,26.67,12.7,10.3,6.52,6.0,19.11
2014,1441,73.0,73.32,25.16,59.45,7.0,15.68,21.87,13.19,21.84,11.74,12.26,7.23,4.52,22.94
2014,1442,59.48,64.3,21.0,47.67,4.85,12.63,18.56,7.48,22.11,11.41,13.56,5.37,2.56,19.37
2014,1443,67.52,67.65,22.58,55.13,7.32,15.03,23.1,12.55,24.03,11.0,13.58,4.84,2.32,19.23
2014,1444,72.16,68.1,23.71,50.81,5.87,18.87,26.29,9.65,24.87,11.1,14.16,5.74,3.48,18.29
2014,1447,71.4,68.5,24.93,59.47,5.53,16.0,21.77,12.97,26.13,11.5,12.63,6.27,6.47,20.2
2014,1448,69.7,70.94,23.76,52.73,5.03,17.15,26.39,10.18,24.45,13.33,12.42,5.48,4.0,19.27
2014,1449,74.5,74.69,26.09,58.47,5.84,16.47,21.72,11.06,23.47,13.34,11.41,5.38,2.88,19.31
2014,1450,61.8,67.7,20.8,52.27,7.4,12.8,19.47,9.63,22.53,10.37,11.43,5.2,2.87,18.43
2014,1451,71.89,68.14,23.29,49.11,7.21,18.11,24.54,8.21,25.14,12.89,12.39,3.75,3.86,18.39
2014,1452,77.53,73.28,26.38,60.12,7.88,16.91,23.34,12.03,23.81,13.19,9.72,6.41,3.03,20.53
2014,1453,73.52,65.63,25.85,55.44,4.63,17.19,23.74,11.3,24.74,15.22,12.37,7.26,6.96,17.26
2014,1454,70.39,70.91,22.79,53.09,7.12,17.7,24.15,9.79,23.52,13.24,13.64,5.64,2.42,18.3
2014,1455,74.94,59.88,24.73,54.09,6.85,18.64,25.58,11.88,26.73,13.36,10.45,6.85,5.12,16.91
2014,1456,72.45,71.65,24.71,51.94,8.65,14.39,20.84,7.55,23.03,13.77,10.52,5.39,3.06,16.39
2014,1457,72.03,71.9,23.93,54.87,8.03,16.13,22.5,9.93,22.17,10.73,12.67,6.17,2.4,20.03
2014,1458,73.55,64.58,24.21,52.88,7.76,17.36,23.33,8.79,24.39,12.12,8.06,5.0,3.52,14.94
2014,1459,65.41,63.14,23.76,54.07,5.72,12.17,18.31,10.55,21.97,12.14,10.28,6.07,1.55,17.62
2014,1460,66.47,63.66,22.19,49.38,6.12,15.97,21.69,7.09,21.56,13.25,13.38,6.72,2.94,20.41
2014,1461,64.63,61.97,21.8,46.2,5.67,15.37,21.4,5.1,23.5,12.3,10.2,4.5,3.8,17.23
2014,1462,72.21,67.94,25.64,54.39,5.21,15.73,22.85,11.15,24.67,14.85,12.36,5.85,2.94,19.91
2014,1463,65.81,66.78,20.89,50.81,4.67,19.37,27.81,11.85,23.04,10.85,12.93,6.07,4.26,20.0
2014,1464,74.72,75.76,25.38,55.9,7.59,16.38,22.34,8.34,23.03,15.0,11.28,6.38,2.48,19.03
2015,1101,61.0,71.86,21.43,52.93,7.25,10.89,14.96,8.25,19.64,11.86,12.82,5.93,1.18,20.61
2015,1102,64.72,65.86,23.62,50.76,7.17,10.31,15.66,8.79,20.79,14.9,11.72,6.31,1.97,17.83
2015,1103,67.35,63.24,23.15,56.35,9.41,11.65,17.65,11.97,23.94,12.41,12.18,6.26,4.47,18.85
2015,1104,66.65,64.52,22.03,50.26,6.58,16.0,22.16,9.52,23.1,10.35,12.1,6.29,3.61,19.29
2015,1105,61.29,68.71,20.68,52.64,5.75,14.18,21.89,12.43,21.5,12.04,14.14,5.64,2.36,19.75
2015,1106,70.7,66.96,25.78,59.37,5.7,13.44,20.56,13.33,25.93,13.41,13.7,6.07,4.19,18.0
2015,1107,65.5,60.22,22.06,50.16,6.16,15.22,20.0,10.0,23.62,10.44,11.69,5.66,1.62,16.5
2015,1108,63.37,74.17,22.2,57.23,4.87,14.1,21.47,11.3,20.6,8.7,11.67,5.87,2.7,17.97
2015,1110,58.73,58.58,20.7,44.82,6.45,10.88,15.42,5.7,19.39,12.36,11.21,5.94,2.55,14.67
2015,1111,63.48,70.1,21.97,55.24,6.41,13.14,18.55,11.38,23.45,10.97,13.72,4.21,2.1,19.0
2015,1112,76.44,58.62,26.71,54.56,5.06,17.97,25.71,10.82,26.41,14.21,11.21,7.18,3.59,17.91
2015,1113,69.44,66.44,23.62,53.16,6.81,15.38,23.0,10.72,23.88,12.94,13.88,5.91,2.28,18.94
2015,1114,68.97,70.53,23.73,57.13,6.93,14.57,20.53,10.47,23.57,12.1,10.47,5.7,2.63,19.1
2015,1115,59.75,66.88,20.5,51.19,6.34,12.41,18.25,10.16,18.78,10.09,15.28,8.84,3.38,19.47
2015,1116,78.03,70.15,27.41,61.26,6.68,16.53,22.82,13.0,22.76,16.15,11.74,7.76,4.76,18.97
2015,1117,63.36,69.64,22.5,55.82,5.57,12.79,18.39,10.79,24.61,10.75,13.5,5.18,3.04,17.21
2015,1119,71.41,72.93,25.62,58.59,7.34,12.83,18.76,10.55,23.62,14.14,13.34,6.14,3.55,20.69
2015,1120,67.53,72.41,21.44,53.38,7.26,17.38,26.06,10.03,21.18,10.47,12.91,6.71,2.5,20.44
2015,1122,64.04,73.68,21.96,55.07,5.0,15.11,22.89,11.89,22.04,11.82,14.18,6.32,3.82,17.57
2015,1123,64.14,69.24,21.76,52.38,7.69,12.93,18.55,10.07,22.21,12.31,14.07,5.17,2.34,19.34
