,TeamID,Season,PointScored,PointAllow,FG,oppFG,FGA,oppFGA,3P,opp3P,FT,oppFT,FTA,oppFTA,TO,oppTO,ORB,oppOR,DRB,oppDR,Ast,Stl,Blk,PF,oppORB,OR,oppDRB,DR,Wins,Seed
610,1388,2012,73.8,62.87,25.47,23.5,54.27,54.1,7.2,5.33,15.67,10.53,21.5,15.7,11.73,11.97,11.72,8.76,25.84,19.68,15.4,6.8,2.93,15.93,9.2,10.0,23.8,19.4,0,07
611,1166,2012,80.03,69.55,28.03,25.7,55.06,58.67,8.18,6.45,15.79,11.7,21.58,17.24,12.27,10.39,9.36,9.46,27.29,19.86,17.91,4.79,2.3,17.06,9.2,10.4,25.0,23.0,1,08
612,1104,2012,64.94,58.12,23.62,20.12,52.31,51.91,4.03,4.84,13.66,13.03,19.09,20.03,12.94,13.59,11.33,11.43,25.33,20.33,12.28,7.31,4.16,18.41,11.45,9.82,22.55,22.55,0,09
613,1345,2012,72.18,66.0,25.55,23.58,57.94,52.85,8.21,6.24,12.88,12.61,19.76,18.06,8.67,12.79,11.19,9.71,23.29,21.43,13.7,6.55,3.24,17.79,9.58,11.42,28.33,19.08,1,10
614,1301,2012,73.38,68.03,26.68,24.15,57.65,57.76,5.35,6.44,14.68,13.29,20.74,18.71,12.82,12.53,11.86,11.23,26.45,20.36,15.97,6.91,4.06,17.03,10.92,12.67,24.5,22.42,2,11
615,1143,2012,71.67,61.79,26.42,22.97,55.15,55.88,4.64,5.48,14.18,10.36,19.0,15.06,12.24,12.94,9.38,9.58,26.29,20.21,16.06,4.79,3.15,14.39,8.89,11.56,23.33,21.22,0,12
616,1378,2012,58.81,57.31,21.19,20.31,48.75,51.66,4.59,5.12,11.84,11.56,16.69,16.44,13.69,11.25,10.79,10.68,24.16,18.16,11.62,5.56,3.56,15.38,10.15,9.77,22.62,22.08,2,12
617,1325,2012,70.21,62.67,24.36,20.88,57.09,49.91,7.24,5.36,14.24,15.55,20.91,21.7,13.21,17.85,12.85,10.54,22.42,22.5,12.94,9.45,2.7,19.76,12.29,12.14,27.43,18.29,2,13
618,1125,2012,81.39,67.52,27.91,24.15,58.0,56.73,8.82,5.91,16.76,13.3,22.73,20.33,12.21,14.36,11.81,12.15,25.62,21.12,17.33,7.36,2.24,18.27,9.71,10.43,24.14,21.71,0,14
619,1178,2012,70.88,67.94,24.3,23.42,54.67,52.64,4.45,6.73,17.82,14.36,24.06,20.36,12.76,15.0,11.0,11.25,21.55,19.5,12.58,7.3,4.48,19.27,9.62,12.85,24.62,21.62,0,15
620,1249,2012,72.62,65.88,25.38,24.0,59.09,56.72,4.25,5.0,17.62,12.88,24.34,19.19,12.12,14.03,12.43,10.9,26.57,21.33,12.44,7.88,4.38,17.53,11.36,16.91,27.45,22.73,0,16
621,1436,2012,67.24,60.5,23.47,21.65,52.97,53.09,5.41,5.35,14.88,11.85,20.06,17.59,12.35,12.76,11.7,10.48,26.04,20.0,13.26,6.24,2.38,17.32,10.18,9.73,24.09,20.64,1,16
622,1246,2012,76.68,59.0,27.32,21.53,56.59,58.56,5.74,5.65,16.29,10.29,22.62,14.97,11.35,11.88,12.5,11.91,26.97,19.81,13.24,6.32,8.79,14.56,13.0,12.5,22.0,21.0,6,01
623,1181,2012,77.52,68.45,25.76,25.52,56.27,58.91,8.12,4.45,17.88,12.97,25.48,18.79,12.18,12.91,11.81,11.56,25.85,21.89,12.45,6.24,4.03,18.18,12.33,12.33,24.67,19.33,0,02
624,1124,2012,74.27,65.27,26.09,23.39,56.0,56.15,6.73,6.27,15.36,12.21,20.42,17.79,13.85,14.36,11.85,12.23,25.08,19.46,14.73,7.64,4.64,17.64,9.71,13.14,22.43,19.57,3,03
625,1231,2012,77.27,65.55,25.97,23.21,53.3,55.09,6.39,6.09,18.94,13.03,24.85,18.85,12.76,13.58,11.08,11.12,24.88,19.2,13.42,6.42,3.36,17.58,10.38,9.88,21.0,21.75,2,04
626,1455,2012,76.9,62.74,27.39,22.13,57.03,55.9,7.0,5.68,15.13,12.81,20.1,18.65,12.1,12.61,10.04,9.54,26.92,20.04,14.55,6.0,3.97,17.03,10.0,15.4,30.2,27.2,0,05
627,1424,2012,75.94,66.34,26.72,23.47,58.0,57.72,8.31,6.31,14.19,13.09,20.75,19.28,13.72,14.78,12.21,12.0,27.42,22.5,17.56,8.12,4.88,17.38,9.38,8.62,26.12,22.75,0,06
628,1323,2012,66.48,61.52,22.91,23.33,53.06,56.64,6.42,4.94,14.24,9.91,20.12,14.0,10.03,10.82,9.86,11.32,26.14,21.82,14.48,5.18,3.42,13.76,11.09,11.09,26.0,19.0,0,07
629,1235,2012,73.19,66.72,24.88,25.38,55.41,58.28,8.88,5.5,14.56,10.47,21.44,14.97,12.53,11.88,10.09,9.68,26.91,21.32,14.59,5.88,2.81,16.06,8.3,12.5,26.3,23.6,1,08
630,1163,2012,68.85,64.12,25.36,23.0,55.88,60.0,5.39,7.24,12.73,10.88,19.24,14.97,12.55,10.94,11.85,14.7,27.1,19.6,13.61,5.82,6.91,14.39,11.62,13.08,23.62,23.08,0,09
631,1462,2012,70.79,67.45,25.12,22.82,55.48,57.36,4.88,6.27,15.67,15.55,22.64,20.88,12.73,12.73,11.33,11.24,26.67,22.24,13.39,6.09,3.76,18.85,10.83,10.0,25.25,23.67,2,10
632,1160,2012,66.28,63.56,22.72,22.75,51.69,55.06,5.56,6.25,15.28,11.81,22.25,17.88,12.56,12.25,9.52,10.43,27.29,21.1,11.38,5.88,3.25,17.09,9.36,9.64,26.73,21.36,1,11
633,1433,2012,68.38,59.76,23.21,21.0,56.59,49.65,7.41,4.79,14.56,12.97,21.12,18.79,11.38,17.94,12.46,11.21,21.25,23.36,12.24,10.62,3.71,18.15,9.83,12.0,28.17,21.5,1,12
634,1308,2012,77.39,68.09,26.48,24.76,56.7,57.91,4.58,5.85,19.85,12.73,29.91,19.21,14.67,14.48,14.21,10.42,27.04,19.04,13.88,6.79,4.09,17.94,11.89,15.11,26.44,21.56,0,13
635,1355,2012,76.38,66.62,25.97,24.84,55.88,55.44,8.16,5.66,16.28,11.28,22.31,16.38,10.41,12.81,9.48,9.36,24.52,22.44,13.91,6.47,1.84,16.22,9.43,12.57,25.57,21.57,0,14
636,1250,2012,75.62,65.41,25.75,23.19,57.81,55.56,7.41,5.97,16.72,13.06,21.59,18.5,11.53,14.69,10.08,9.56,25.92,22.8,13.0,7.81,2.91,17.78,12.57,13.57,26.71,20.43,1,15
637,1290,2012,68.91,69.27,23.94,23.7,59.52,54.21,7.52,7.0,13.52,14.88,20.79,22.64,14.48,16.24,14.24,10.19,25.29,23.81,13.3,8.76,2.39,20.42,12.17,11.5,30.17,21.42,0,16
638,1443,2012,65.06,68.0,21.97,23.85,55.36,55.3,5.67,4.73,15.45,15.58,22.3,21.45,15.03,14.58,11.73,10.73,24.47,22.33,11.06,5.52,4.09,19.82,11.94,13.17,26.72,22.5,1,16
639,1277,2012,72.15,59.12,25.91,20.29,54.38,53.71,5.53,5.59,14.79,12.94,21.21,18.35,13.0,12.85,11.11,10.7,26.96,19.26,15.32,7.32,4.38,17.62,7.43,14.14,22.57,23.57,2,01
640,1281,2012,80.29,65.74,28.0,24.62,55.59,55.79,8.24,6.24,16.06,10.26,20.97,15.18,10.29,14.41,8.97,11.03,23.43,20.0,16.21,8.21,2.82,14.12,8.75,10.75,26.5,20.0,0,02
641,1266,2012,75.94,66.22,26.5,23.88,57.72,58.78,5.69,6.09,17.25,12.38,23.94,18.28,13.25,16.66,11.28,14.16,24.6,21.64,16.84,8.81,3.5,17.88,11.71,13.71,25.57,21.86,2,03
642,1257,2012,68.83,61.17,24.23,21.34,57.06,56.26,5.89,5.54,14.49,12.94,21.11,19.57,14.66,15.86,13.19,13.04,26.0,22.15,13.77,9.11,4.86,17.86,13.33,13.0,26.22,22.44,4,04
643,1307,2012,72.56,59.66,24.84,20.84,54.19,54.22,7.69,6.12,15.19,11.84,21.34,17.38,13.31,14.25,10.12,9.73,27.54,21.19,16.09,6.84,3.28,17.62,10.83,15.33,23.0,22.0,1,05
644,1293,2012,74.21,62.36,24.64,22.71,51.82,54.0,7.43,4.32,17.5,12.61,24.04,18.96,13.96,16.04,10.78,12.15,22.48,19.81,12.54,8.04,4.29,18.21,10.0,7.0,25.0,26.0,1,06
645,1196,2012,76.27,66.03,26.42,24.0,57.36,55.42,9.94,6.27,13.48,11.76,18.94,17.03,10.91,12.97,11.52,10.74,24.74,21.7,15.0,6.48,3.27,15.85,10.5,11.3,24.1,21.3,3,07
646,1272,2012,75.29,63.15,26.82,21.47,54.26,55.85,5.38,5.38,16.26,14.82,22.59,21.38,12.74,13.97,9.27,12.54,25.77,19.69,14.76,7.94,5.68,19.06,11.25,10.12,23.75,22.25,0,08
647,1387,2012,69.1,57.39,24.26,20.0,53.45,49.06,7.16,4.03,13.42,13.35,18.77,18.35,11.29,14.81,9.92,9.58,23.38,20.62,14.0,6.97,3.03,16.97,8.57,11.29,26.0,19.57,1,09
648,1438,2012,63.06,53.68,22.68,19.61,49.32,49.55,4.9,4.68,12.81,9.77,17.68,15.42,11.42,12.94,8.05,8.05,25.64,19.86,12.32,6.52,2.81,15.84,8.89,8.22,23.67,21.33,0,10
649,1161,2012,71.03,68.35,24.13,23.16,50.74,53.06,6.0,7.26,16.77,14.77,21.81,20.74,12.45,12.1,7.9,9.35,24.75,18.85,12.32,5.35,1.9,18.84,10.18,8.73,23.91,20.18,0,11
650,1253,2012,73.77,64.61,25.58,23.84,54.94,56.74,6.61,6.16,16.0,10.77,23.84,15.52,12.87,14.71,11.61,10.7,25.09,21.09,14.13,6.81,2.74,15.74,12.75,10.38,23.62,22.25,0,12
651,1172,2012,77.35,67.9,26.48,23.74,59.13,55.61,7.74,5.26,16.65,15.16,21.71,22.71,11.9,12.16,12.38,9.79,27.42,22.29,13.55,5.42,3.45,20.45,8.71,12.0,24.43,22.14,0,13
652,1140,2012,78.35,67.58,27.97,23.84,60.03,57.1,6.81,6.52,15.61,13.39,22.03,20.0,12.9,15.58,9.83,10.0,29.48,24.26,17.03,8.32,4.19,18.45,9.38,13.62,26.0,20.25,1,14
653,1233,2012,83.25,72.56,30.94,26.72,61.34,59.38,7.75,7.19,13.62,11.94,19.03,17.03,12.38,15.94,11.0,10.92,24.28,21.76,19.34,7.22,2.12,16.88,13.71,10.0,24.29,22.86,0,14
654,1313,2012,69.56,66.75,24.31,23.38,54.28,57.69,5.34,5.62,15.59,14.38,23.75,21.44,14.81,13.66,10.96,12.67,25.79,20.88,12.0,6.53,4.75,19.09,11.12,11.88,26.25,22.38,1,15
655,1254,2012,81.88,77.33,27.21,30.27,57.27,68.03,6.58,6.24,20.88,10.55,28.55,15.18,16.18,13.85,11.8,14.32,27.6,21.72,14.85,6.06,3.3,15.79,12.12,12.12,24.12,24.12,0,16
656,1231,2013,80.0,62.45,26.88,22.64,55.27,58.09,7.3,5.85,18.94,11.33,25.42,16.09,13.0,14.39,12.56,11.63,27.33,18.33,14.55,7.48,3.73,17.09,13.67,12.0,21.33,20.83,2,01
657,1274,2013,69.91,60.67,25.06,22.03,54.48,55.21,6.82,6.27,12.97,10.33,19.15,15.91,10.91,11.88,9.85,10.26,26.37,21.07,11.27,6.33,4.55,14.73,8.67,10.83,29.17,22.83,2,02
658,1266,2013,69.0,62.74,24.52,22.32,52.55,55.06,4.26,6.23,15.71,11.87,21.74,17.35,13.61,12.87,11.3,11.61,24.22,18.09,14.35,6.74,3.42,16.97,11.88,12.12,21.38,21.25,3,03
659,1393,2013,71.34,60.09,25.69,20.34,58.37,54.0,6.06,6.4,13.91,13.0,20.6,19.17,12.63,15.46,14.42,12.15,25.69,21.23,14.54,8.89,6.2,16.17,14.22,14.89,24.0,19.89,4,04
660,1424,2013,71.09,63.58,24.94,22.79,57.12,58.45,6.48,5.88,14.73,12.12,20.85,17.36,14.06,12.85,12.08,10.71,29.04,22.29,16.0,7.18,5.82,16.94,10.0,10.89,26.11,25.56,0,05
661,1139,2013,68.42,63.52,23.94,22.24,53.36,53.24,6.55,5.42,14.0,13.61,20.33,19.45,13.27,11.24,11.72,9.44,25.0,19.64,12.88,5.67,2.3,18.06,6.62,11.25,22.88,24.5,1,06
662,1228,2013,68.64,65.42,23.94,22.67,57.94,52.82,7.7,6.33,13.06,13.76,18.09,19.52,11.48,14.42,11.81,10.81,22.95,22.14,10.15,6.88,3.91,18.21,11.17,11.92,27.25,18.83,1,07
663,1301,2013,77.53,70.06,28.12,25.74,56.91,61.62,5.29,5.94,16.0,12.65,23.44,17.29,12.35,11.62,11.17,12.88,26.54,20.46,14.62,6.59,4.26,15.32,11.7,12.1,23.5,22.6,0,08
664,1396,2013,72.75,68.09,25.19,24.25,58.59,55.81,7.28,5.88,15.09,13.72,20.81,18.94,10.97,13.69,11.43,10.96,24.26,23.7,14.88,8.03,3.69,16.41,10.56,11.11,28.44,20.11,1,09
665,1160,2013,68.16,63.78,23.69,23.53,54.28,58.31,5.41,6.75,15.38,9.97,22.47,14.41,13.25,12.94,10.67,11.43,27.57,21.43,10.03,7.03,3.12,15.78,10.91,13.36,24.73,21.91,0,10
666,1137,2013,67.25,57.69,24.09,20.75,52.91,54.78,4.62,5.22,14.44,10.97,19.34,15.72,9.44,8.94,9.15,8.52,27.19,20.89,13.44,3.5,4.06,14.66,9.4,8.4,24.8,26.8,0,11
667,1143,2013,67.55,64.39,25.32,23.1,56.77,58.39,4.03,5.77,12.87,12.42,17.74,17.9,12.55,11.06,10.55,12.25,27.5,20.95,14.06,5.77,4.74,16.32,10.27,11.73,25.18,23.91,1,12
668,1285,2013,70.48,65.66,23.86,23.41,50.48,54.1,6.76,5.45,16.0,13.38,20.86,19.0,12.31,12.07,7.61,9.87,23.43,21.0,12.55,5.76,3.0,17.07,12.17,6.5,25.83,23.5,0,13
669,1172,2013,73.09,62.0,24.56,21.81,53.16,52.81,7.5,4.47,16.47,13.91,20.56,19.28,11.0,12.28,8.72,9.0,26.08,20.84,13.75,5.72,2.75,17.62,11.14,10.14,25.57,18.57,0,14
670,1334,2013,66.84,65.0,23.22,22.0,52.06,51.06,6.47,6.78,13.94,14.22,19.91,20.03,11.22,12.75,8.4,9.0,22.85,20.55,14.34,5.53,1.22,18.31,11.08,11.08,25.92,21.0,0,15
671,1241,2013,65.18,64.35,22.53,22.0,53.62,51.5,5.74,6.15,14.38,14.21,20.53,20.5,11.18,13.82,10.25,10.35,24.35,23.15,11.74,7.88,4.5,17.15,9.43,9.64,25.86,20.36,1,16
672,1254,2013,79.45,76.39,27.09,28.24,56.03,60.3,7.36,6.88,17.91,13.03,25.97,19.24,14.39,13.03,11.55,11.75,26.5,19.7,15.27,6.82,3.52,17.73,11.85,12.15,25.0,19.15,0,16
673,1242,2013,75.38,61.47,26.62,20.88,55.47,58.03,6.03,6.44,16.12,13.26,22.0,19.24,13.68,12.85,10.59,11.41,29.14,20.48,15.65,7.18,6.62,16.97,11.4,13.2,24.4,22.4,2,01
674,1207,2013,64.58,55.74,23.0,19.42,50.42,51.61,5.87,5.35,12.71,11.55,18.68,17.35,12.68,14.23,9.12,11.08,24.6,20.84,14.81,7.55,3.84,16.87,9.67,9.67,21.33,20.0,0,02
675,1196,2013,71.64,53.7,26.21,19.3,54.52,51.15,8.39,5.09,10.82,10.0,15.88,15.45,11.12,14.0,10.81,9.81,25.23,19.0,14.82,6.97,3.3,14.12,9.86,9.57,25.86,21.86,3,03
676,1276,2013,74.38,62.94,27.66,23.78,57.56,56.5,7.34,6.56,11.72,8.81,16.5,12.94,9.22,12.12,10.72,9.92,24.64,20.6,14.12,6.03,2.84,13.06,11.29,10.14,27.0,23.14,5,04
677,1433,2013,77.32,64.79,28.0,22.5,62.35,50.65,7.94,5.62,13.38,14.18,19.09,20.76,11.82,19.85,13.65,11.54,20.92,23.31,14.71,11.82,3.15,19.91,9.88,14.62,24.62,21.0,1,05
678,1417,2013,74.74,68.94,27.68,26.32,60.82,62.35,4.91,6.15,14.47,10.15,20.03,15.24,11.06,14.12,11.04,13.76,26.6,23.8,16.15,8.18,3.68,14.91,11.44,10.22,28.33,22.33,0,06
679,1361,2013,68.27,61.17,24.27,21.97,56.17,56.33,5.9,5.8,13.83,11.43,20.23,16.73,11.93,12.2,9.65,10.35,27.5,21.45,12.03,6.57,4.37,15.2,9.5,13.1,27.6,22.6,1,07
680,1314,2013,76.18,69.12,28.33,25.52,64.58,60.27,7.33,6.85,12.18,11.24,18.09,16.09,12.27,15.18,13.91,11.3,26.87,24.43,17.03,7.97,3.3,14.91,11.2,13.2,27.5,21.2,1,08
681,1437,2013,67.44,64.94,21.19,21.62,51.22,53.59,6.09,7.03,18.97,14.66,26.28,21.72,15.62,14.97,11.89,10.53,25.47,22.16,12.28,7.53,3.47,19.03,10.62,10.08,23.77,24.23,0,09
682,1328,2013,71.13,66.19,25.16,23.74,57.71,56.87,4.97,6.42,15.84,12.29,20.84,17.9,11.84,13.29,11.55,11.55,26.2,22.7,12.39,6.45,2.81,17.32,11.0,12.55,25.0,22.36,0,10
683,1278,2013,68.44,61.69,23.88,21.22,53.97,53.53,5.22,6.22,15.47,13.03,22.59,18.91,13.81,12.78,15.75,12.9,25.15,17.65,14.78,7.56,5.72,17.53,9.83,13.5,20.92,21.92,1,11
684,1103,2013,71.94,62.26,25.77,21.55,56.94,54.9,6.94,5.23,13.45,13.94,20.94,19.48,13.74,13.81,12.32,10.36,25.72,20.16,15.0,7.13,5.58,18.0,12.17,16.0,26.17,20.83,0,12
685,1355,2013,72.65,66.35,25.32,24.97,54.68,55.87,7.84,6.97,14.16,9.45,18.32,13.77,10.55,11.1,8.68,8.59,25.91,21.86,13.9,5.1,2.19,14.32,9.0,10.33,23.89,22.0,0,13
686,1322,2013,77.96,72.44,27.44,25.96,61.48,59.96,5.74,5.19,17.33,15.33,25.11,24.33,14.0,16.19,13.26,14.16,26.0,24.11,14.63,9.33,4.52,19.89,14.88,14.62,27.38,20.88,0,14
687,1195,2013,72.34,67.31,26.22,23.62,57.5,57.47,6.62,6.88,13.28,13.19,19.81,18.91,14.66,15.66,11.5,12.27,25.91,22.86,13.72,8.81,3.78,17.59,11.4,12.1,25.1,22.2,2,15
688,1443,2013,67.0,66.29,23.26,23.32,54.03,54.59,6.53,5.68,13.94,13.97,20.5,20.21,15.06,13.88,11.26,11.21,25.84,20.26,11.26,6.09,3.26,18.94,10.07,12.73,25.0,21.13,0,16
689,1257,2013,73.56,57.97,25.85,20.47,58.06,52.74,5.82,5.5,16.03,11.53,22.53,17.79,12.68,18.71,13.62,12.28,23.93,20.93,15.0,10.74,4.24,17.74,11.2,13.6,27.0,23.6,6,01
690,1181,2013,78.28,65.41,27.34,24.0,57.41,57.47,7.75,4.5,15.84,12.91,21.66,18.03,10.72,14.38,9.7,12.48,24.85,21.7,14.69,6.53,3.78,17.72,8.4,9.4,31.0,20.4,3,02
691,1277,2013,67.5,59.38,24.38,21.22,52.94,53.25,4.97,5.44,13.78,11.5,19.41,17.38,13.16,12.62,10.21,10.21,26.17,19.96,13.09,8.06,3.81,16.0,9.12,14.5,22.0,22.25,2,03
692,1387,2013,68.7,58.12,23.12,20.91,51.67,50.7,6.15,4.45,16.3,11.85,23.09,18.06,11.48,15.24,8.3,9.63,24.37,22.37,12.88,7.48,3.15,17.36,8.33,12.33,26.17,21.33,1,04
693,1329,2013,72.38,62.84,24.78,21.66,56.31,55.59,5.56,6.12,17.25,13.41,23.0,19.5,12.41,14.75,10.71,10.88,26.83,21.96,12.06,7.5,4.75,17.97,12.62,11.38,27.38,21.62,0,05
694,1272,2013,75.85,65.15,27.56,22.97,57.59,56.74,6.18,5.79,14.56,13.41,21.85,19.85,14.62,15.47,12.17,11.17,26.13,21.43,17.21,8.97,6.29,18.09,12.0,13.0,22.75,21.0,1,06
695,1166,2013,75.38,63.09,26.68,23.5,52.56,57.68,8.76,5.97,13.26,10.12,17.68,14.85,12.26,10.56,8.04,9.67,27.7,19.3,17.18,5.0,2.59,16.21,11.0,9.86,24.43,23.43,1,07
696,1161,2013,72.26,63.55,24.94,21.87,56.29,52.29,5.13,6.68,17.26,13.13,24.35,19.16,10.71,10.84,13.7,7.43,25.96,18.83,12.84,4.65,1.81,17.06,8.62,16.62,24.0,24.25,1,08
697,1281,2013,76.24,66.18,27.27,23.85,59.33,59.52,6.3,6.88,15.39,11.61,20.82,17.12,13.24,12.0,14.04,11.22,28.74,19.57,13.94,6.76,3.52,16.45,10.3,12.9,24.0,25.4,0,09
698,1153,2013,66.64,58.76,23.15,21.12,57.55,54.82,6.82,4.97,13.52,11.55,20.82,17.61,12.82,13.21,15.36,12.23,27.27,22.18,12.21,7.0,6.18,17.7,8.27,12.36,23.55,22.36,0,10
699,1292,2013,71.24,57.79,25.03,19.79,54.03,50.24,5.36,4.73,15.82,13.48,22.82,21.33,13.79,15.85,11.5,9.89,25.11,20.0,14.15,7.09,3.79,20.61,11.2,15.8,24.6,22.2,0,11
700,1388,2013,74.88,63.31,26.06,21.78,55.25,52.0,7.84,5.53,14.91,14.22,20.41,19.56,11.94,11.53,12.27,8.58,25.69,19.19,14.5,6.03,2.97,17.53,7.0,10.5,24.33,21.33,1,11
701,1332,2013,71.74,63.62,25.47,22.82,56.97,55.35,5.03,5.62,15.76,12.35,22.21,18.12,14.91,15.59,11.92,9.42,25.77,20.31,13.0,8.5,4.0,17.38,10.5,13.25,26.0,23.25,2,12
702,1308,2013,68.0,62.85,23.85,22.48,51.7,55.85,4.0,5.64,16.3,12.24,24.79,17.21,14.36,12.27,11.3,11.22,26.43,19.48,11.45,5.52,5.55,15.21,9.7,12.9,23.1,23.0,0,13
703,1434,2013,71.47,62.59,24.25,21.84,49.81,52.47,7.44,4.62,15.53,14.28,21.06,19.62,14.41,12.56,9.12,9.4,24.24,18.24,13.88,6.38,3.25,17.5,7.43,8.29,23.29,22.71,0,14
704,1107,2013,64.41,60.29,21.82,22.35,49.88,53.0,6.0,6.12,14.76,9.47,20.12,14.5,13.38,12.56,9.83,10.04,24.38,20.75,11.18,5.44,2.03,16.03,7.8,9.9,22.4,22.2,0,15
705,1251,2013,67.38,70.78,22.69,24.62,53.84,58.0,6.78,5.84,15.22,15.69,20.75,22.34,13.31,10.12,8.83,12.83,28.08,20.83,11.62,5.12,2.91,18.91,11.75,10.8,26.35,22.85,0,16
706,1299,2013,61.62,61.41,20.56,20.35,51.91,52.97,5.79,6.44,14.71,14.26,22.41,21.88,15.06,15.82,10.89,13.56,26.33,21.67,10.91,6.82,4.53,19.41,10.75,10.38,27.88,22.31,1,16
707,1211,2013,76.81,59.5,27.31,20.94,54.78,54.81,6.22,6.62,15.97,11.0,22.44,16.19,11.16,13.59,11.6,11.2,26.03,19.2,14.84,7.88,2.78,15.91,9.5,9.5,18.5,19.5,1,01
708,1326,2013,69.3,57.94,25.09,20.76,55.27,52.58,6.03,6.0,13.09,10.42,18.88,14.94,10.61,13.18,10.38,9.42,26.0,21.31,13.33,6.79,4.3,15.55,9.57,11.71,26.29,20.43,3,02
709,1307,2013,67.44,60.41,21.97,21.74,51.74,55.97,6.41,7.5,17.09,9.44,23.68,14.12,11.5,12.71,9.55,10.24,26.1,22.38,14.62,6.12,3.91,15.44,8.4,8.4,27.4,24.4,0,03
710,1243,2013,68.67,61.39,24.67,21.82,57.09,51.15,6.82,4.88,12.52,12.88,18.15,18.88,11.61,14.27,14.38,11.19,22.12,20.04,16.0,7.03,3.64,18.27,10.0,9.71,26.57,18.14,0,04
711,1458,2013,65.53,55.91,23.76,21.24,55.88,53.91,7.41,3.91,10.59,9.53,16.74,13.79,9.74,11.24,11.7,8.78,27.39,22.04,13.38,5.68,4.29,13.97,10.09,11.09,27.27,20.55,0,05
712,1112,2013,73.28,63.69,25.03,22.69,55.66,54.62,7.66,5.97,15.56,12.34,20.81,17.53,13.09,13.78,11.52,9.44,25.52,20.12,13.84,6.94,3.91,16.34,8.43,11.57,24.29,21.86,2,06
713,1323,2013,70.35,63.12,25.59,24.0,55.24,57.41,6.59,5.35,12.59,9.76,17.79,14.18,11.06,10.35,10.56,10.76,27.32,20.56,17.0,5.09,3.82,14.24,10.44,12.67,24.0,19.0,0,07
714,1338,2013,69.59,55.44,25.56,19.0,53.78,48.41,5.06,5.31,13.41,12.12,20.19,16.91,10.91,13.53,13.0,8.88,24.17,17.08,16.53,6.66,3.94,17.12,11.5,12.75,23.75,17.12,0,08
715,1455,2013,69.44,60.71,24.59,20.47,55.5,51.21,6.59,6.12,13.68,13.65,19.88,19.15,12.79,13.24,13.38,9.12,26.38,21.08,13.79,7.47,4.47,17.71,6.88,12.38,22.5,21.75,4,09
716,1235,2013,79.64,71.21,27.58,25.55,60.61,59.88,9.85,6.12,14.64,14.0,20.03,19.39,13.27,13.21,12.05,10.59,28.5,21.18,15.97,6.52,2.91,16.97,11.09,12.73,27.36,22.36,1,10
717,1125,2013,76.9,64.63,27.63,22.1,55.97,53.47,8.3,6.5,13.33,13.93,18.13,19.73,13.57,17.1,9.12,11.88,23.5,20.71,15.8,9.53,2.73,18.2,11.17,10.33,24.5,20.17,0,11
718,1279,2013,77.88,67.26,27.21,24.21,62.06,59.06,6.79,6.62,16.68,12.24,24.38,18.5,11.35,15.56,12.42,11.81,26.0,25.08,12.59,8.41,5.15,16.94,12.62,15.25,27.62,24.5,1,12
719,1129,2013,71.07,66.45,24.79,22.34,55.31,50.41,7.52,6.38,13.97,15.38,18.66,21.59,12.28,13.38,9.79,7.74,24.05,20.58,12.38,6.62,1.66,19.28,7.3,9.6,26.5,21.6,0,13
720,1247,2013,72.43,65.97,25.73,25.4,57.4,55.73,7.6,4.07,13.37,11.1,18.1,15.97,11.7,14.87,9.52,10.67,22.29,22.38,14.37,8.07,3.57,15.3,10.44,11.44,28.0,20.0,3,13
721,1217,2013,68.93,64.22,22.7,23.67,47.04,53.41,6.37,4.96,17.15,11.93,23.7,16.41,13.67,13.63,7.44,9.78,21.89,19.39,13.07,7.37,4.15,15.11,10.89,6.56,22.0,22.11,1,14
722,1233,2013,80.7,75.76,28.27,27.39,61.85,60.97,8.39,8.03,15.76,12.94,20.24,19.55,12.18,14.09,10.5,11.6,24.1,21.4,15.45,6.61,3.0,17.09,13.31,13.15,27.0,25.08,0,15
723,1380,2013,66.59,58.41,22.66,20.31,52.9,54.66,6.62,4.86,14.66,12.93,21.31,19.24,11.0,13.28,9.85,12.1,27.45,22.9,10.76,7.03,4.0,17.48,10.44,6.56,27.11,21.89,0,16
724,1438,2014,65.94,55.29,23.06,19.44,50.97,50.56,5.5,5.47,14.32,10.94,21.59,16.35,10.21,11.44,10.82,8.86,25.11,19.82,13.09,5.32,3.97,16.06,8.83,11.33,23.5,22.5,2,01
725,1437,2014,78.53,66.59,25.75,22.56,56.06,55.34,9.03,6.41,18.0,15.06,25.25,21.41,11.84,13.91,11.54,11.11,26.54,22.36,15.62,6.94,4.03,19.72,6.0,9.5,25.75,20.75,1,02
726,1235,2014,82.88,73.91,29.27,26.21,62.09,63.24,8.3,7.18,16.03,14.3,23.09,19.67,10.55,11.85,9.19,11.08,30.0,25.88,18.55,6.03,2.94,17.42,12.14,14.0,27.14,23.29,2,03
727,1277,2014,75.94,65.32,27.26,21.71,57.44,54.24,8.06,6.68,13.35,15.24,19.26,21.21,11.44,12.24,11.27,10.08,27.12,21.46,17.0,6.94,4.82,18.88,9.62,10.38,23.75,22.38,3,04
728,1153,2014,68.73,58.33,23.76,20.33,55.64,51.55,5.82,5.33,15.39,12.33,21.73,18.18,11.09,14.33,13.19,11.3,23.48,20.26,12.73,7.94,5.52,17.45,8.67,14.17,23.5,19.17,0,05
