,TeamID,Season,PointScored,PointAllowed,FGM,FGA,3P,3PA,FTM,FTA,ORB,DRB,Ast,TO,Stl,WBlk,PF,WScore,LTeamID,LScore,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Wins,Seed
305,1275.0,2007,65.94,55.44,24.0,48.33,5.67,15.56,12.28,16.44,7.33,24.28,14.44,12.06,6.5,4.11,17.06,,,,,,,,,,,,,,,,,0,14
306,1394.0,2007,81.5,67.29,28.33,51.67,5.96,13.67,18.88,26.08,10.83,23.29,18.58,15.62,7.88,2.96,18.54,,,,,,,,,,,,,,,,,0,15
307,1238.0,2007,74.0,66.15,26.25,59.05,6.4,17.9,15.1,21.75,13.7,23.5,14.6,14.4,8.1,3.0,20.1,,,,,,,,,,,,,,,,,0,16
308,1242.0,2007,80.3,59.83,29.53,59.3,6.17,15.9,15.07,22.4,12.9,28.1,17.23,13.77,9.23,6.73,18.6,,,,,,,,,,,,,,,,,3,01
309,1417.0,2007,73.6,58.68,27.4,54.8,6.8,17.84,12.0,18.32,10.44,22.32,15.2,12.12,7.28,3.52,15.16,,,,,,,,,,,,,,,,,4,02
310,1338.0,2007,72.67,59.07,26.85,54.04,6.26,15.15,12.7,18.93,11.3,24.48,18.44,11.41,5.44,3.48,14.81,,,,,,,,,,,,,,,,,2,03
311,1356.0,2007,64.96,56.19,21.73,47.23,6.19,16.35,15.31,21.85,9.69,20.38,11.88,13.38,6.54,3.58,19.65,,,,,,,,,,,,,,,,,2,04
312,1439.0,2007,77.0,61.4,27.5,56.5,5.65,13.5,16.35,24.4,11.3,24.8,14.7,10.45,9.15,5.6,18.3,,,,,,,,,,,,,,,,,1,05
313,1181.0,2007,70.86,54.95,24.55,50.5,6.09,15.05,15.68,22.77,11.14,24.86,14.5,15.14,8.36,4.95,16.64,,,,,,,,,,,,,,,,,0,06
314,1231.0,2007,77.35,61.15,27.2,56.35,8.85,21.85,14.1,20.05,12.25,22.15,14.95,11.85,6.8,5.15,19.3,,,,,,,,,,,,,,,,,1,07
315,1246.0,2007,76.05,62.71,27.29,55.19,7.33,18.9,14.14,20.24,10.57,27.14,16.71,13.95,6.0,5.33,14.0,,,,,,,,,,,,,,,,,1,08
316,1437.0,2007,76.62,62.24,24.33,55.52,7.76,21.33,20.19,25.14,13.57,24.24,13.38,13.86,8.33,3.38,19.33,,,,,,,,,,,,,,,,,0,09
317,1211.0,2007,82.13,65.26,28.87,57.65,6.87,16.87,17.52,23.43,10.74,28.74,15.26,13.3,6.83,3.57,17.83,,,,,,,,,,,,,,,,,0,10
318,1433.0,2007,76.93,63.07,26.19,55.52,6.93,16.74,17.63,24.07,12.41,21.41,14.41,11.22,7.81,3.0,17.15,,,,,,,,,,,,,,,,,1,11
319,1228.0,2007,68.17,52.74,24.0,52.26,7.65,20.09,12.52,20.52,12.74,23.43,15.3,13.57,6.04,3.13,15.43,,,,,,,,,,,,,,,,,0,12
320,1221.0,2007,66.96,55.2,22.68,49.68,6.04,16.2,15.56,21.16,11.4,22.04,14.68,15.0,9.68,3.88,17.32,,,,,,,,,,,,,,,,,0,13
321,1460.0,2007,67.13,56.57,24.0,51.35,6.04,15.83,13.09,16.61,9.22,23.35,13.48,11.65,5.65,1.48,16.17,,,,,,,,,,,,,,,,,0,14
322,1451.0,2007,75.41,66.06,25.29,50.76,5.35,13.41,19.47,27.94,10.18,26.12,14.12,14.65,6.94,3.06,18.29,,,,,,,,,,,,,,,,,0,15
323,1197.0,2007,72.72,63.39,24.56,51.17,5.78,14.94,17.83,27.0,12.72,25.06,13.61,16.56,6.83,1.56,17.44,,,,,,,,,,,,,,,,,0,16
324,1310.0,2007,80.55,71.23,26.41,58.82,8.68,22.18,19.05,25.5,14.0,24.82,14.41,13.55,6.45,1.59,16.23,,,,,,,,,,,,,,,,,1,16
325,1314.0,2008,89.31,71.94,32.03,65.53,5.56,14.31,19.69,26.03,15.41,28.59,16.75,14.66,8.66,4.66,16.62,,,,,,,,,,,,,,,,,4,01
326,1397.0,2008,83.32,69.11,29.68,64.04,8.86,24.46,15.11,23.25,14.86,24.21,18.96,13.39,9.86,3.29,20.11,,,,,,,,,,,,,,,,,2,02
327,1257.0,2008,73.96,58.25,25.96,55.17,8.0,21.42,14.04,21.12,11.0,27.29,15.42,13.38,8.17,5.21,17.83,,,,,,,,,,,,,,,,,3,03
328,1450.0,2008,68.5,52.75,23.71,47.96,6.25,16.42,14.83,20.04,7.46,22.79,14.12,10.33,6.46,3.12,14.25,,,,,,,,,,,,,,,,,2,04
329,1323.0,2008,83.04,67.04,29.17,60.88,8.75,20.04,15.96,21.71,12.67,29.46,20.21,12.29,6.33,4.17,13.96,,,,,,,,,,,,,,,,,1,05
330,1328.0,2008,74.91,60.45,25.91,54.18,6.95,17.45,16.14,23.68,11.5,26.5,13.73,13.14,7.64,4.45,16.09,,,,,,,,,,,,,,,,,1,06
331,1139.0,2008,69.97,57.86,23.07,50.28,9.52,24.72,14.31,19.31,8.62,21.0,13.31,10.1,6.28,2.52,17.03,,,,,,,,,,,,,,,,,1,07
332,1231.0,2008,78.6,62.48,26.24,53.96,7.12,18.84,19.0,24.68,11.4,27.08,13.96,14.48,7.4,3.88,16.72,,,,,,,,,,,,,,,,,0,08
333,1116.0,2008,78.05,63.36,27.82,57.41,6.55,17.5,15.86,22.95,12.95,25.59,16.0,15.45,7.23,5.59,17.95,,,,,,,,,,,,,,,,,1,09
334,1375.0,2008,76.32,62.88,25.4,52.68,6.64,17.72,18.88,26.28,12.12,25.4,16.24,13.8,6.12,2.96,16.4,,,,,,,,,,,,,,,,,0,10
335,1386.0,2008,75.19,62.38,25.71,51.19,7.62,18.14,16.14,22.48,9.86,23.67,15.71,13.05,7.43,4.86,15.95,,,,,,,,,,,,,,,,,0,11
336,1206.0,2008,72.48,58.48,25.22,52.26,6.17,16.91,15.87,21.83,10.43,25.57,14.17,11.78,6.17,3.61,14.57,,,,,,,,,,,,,,,,,0,12
337,1457.0,2008,69.4,55.3,25.55,54.05,6.2,16.25,12.1,21.45,12.45,24.7,14.55,12.75,9.15,3.7,16.85,,,,,,,,,,,,,,,,,0,13
338,1129.0,2008,83.21,72.88,29.5,58.08,8.25,20.29,15.96,23.62,10.67,27.25,18.29,15.67,6.38,2.29,17.42,,,,,,,,,,,,,,,,,0,14
339,1110.0,2008,67.62,57.14,21.29,46.24,7.71,18.14,17.33,22.81,8.76,23.24,12.24,12.9,5.24,2.62,16.29,,,,,,,,,,,,,,,,,0,15
340,1164.0,2008,70.36,62.21,23.79,54.93,4.86,13.36,17.93,24.5,11.93,22.43,11.07,13.43,9.0,2.29,20.5,,,,,,,,,,,,,,,,,0,16
341,1291.0,2008,72.83,60.72,25.11,52.5,5.72,14.83,16.89,23.78,9.94,26.78,13.83,14.17,7.72,4.22,19.22,,,,,,,,,,,,,,,,,1,16
342,1242.0,2008,82.5,60.6,29.93,58.7,7.07,17.23,15.57,22.3,12.37,26.93,19.2,12.67,9.53,6.2,16.73,,,,,,,,,,,,,,,,,6,01
343,1207.0,2008,70.89,55.22,25.26,51.19,8.22,20.56,12.15,18.37,10.11,25.96,15.81,13.26,7.44,4.81,16.7,,,,,,,,,,,,,,,,,1,02
344,1458.0,2008,67.76,51.0,23.69,51.62,6.03,16.41,14.34,20.24,11.03,24.62,13.03,11.45,6.31,3.31,13.9,,,,,,,,,,,,,,,,,2,03
345,1435.0,2008,83.96,73.0,28.46,58.85,9.46,22.27,17.58,23.73,10.54,25.88,18.5,13.96,6.12,3.58,17.58,,,,,,,,,,,,,,,,,0,04
346,1155.0,2008,79.83,63.74,29.43,62.96,8.61,20.52,12.35,19.04,15.43,22.35,16.26,14.04,10.17,5.52,17.43,,,,,,,,,,,,,,,,,0,05
347,1425.0,2008,73.57,59.1,26.0,50.9,6.24,14.48,15.33,22.33,8.9,25.86,13.71,13.57,5.95,4.52,14.38,,,,,,,,,,,,,,,,,0,06
348,1211.0,2008,79.12,60.28,27.76,55.56,6.56,17.28,17.04,24.0,11.76,27.36,15.4,14.2,8.4,4.72,17.16,,,,,,,,,,,,,,,,,0,07
349,1424.0,2008,73.6,60.8,25.28,57.24,8.0,22.84,15.04,20.08,10.48,25.16,15.76,10.32,7.76,3.28,16.84,,,,,,,,,,,,,,,,,1,08
350,1245.0,2008,70.36,58.79,24.36,50.32,5.79,14.82,15.86,22.46,10.39,23.21,14.18,14.75,8.79,3.89,18.54,,,,,,,,,,,,,,,,,0,09
351,1172.0,2008,79.36,60.28,29.28,60.36,8.72,23.52,12.08,16.32,11.72,25.4,17.32,12.16,8.32,3.32,17.12,,,,,,,,,,,,,,,,,3,10
352,1243.0,2008,82.89,62.21,28.53,63.0,7.11,19.84,18.74,26.84,17.37,26.42,17.21,15.32,8.74,3.84,19.32,,,,,,,,,,,,,,,,,1,11
353,1437.0,2008,77.15,65.15,25.6,57.65,8.2,21.3,17.75,24.5,13.75,24.15,15.1,13.9,8.2,3.2,18.9,,,,,,,,,,,,,,,,,2,12
354,1373.0,2008,79.41,65.23,28.32,59.64,6.77,16.32,16.0,22.68,11.27,23.45,15.18,11.05,9.73,3.45,15.0,,,,,,,,,,,,,,,,,1,13
355,1168.0,2008,85.61,69.39,31.43,62.61,9.13,22.35,13.61,19.61,11.48,24.91,17.04,12.87,9.35,1.61,17.52,,,,,,,,,,,,,,,,,0,14
356,1420.0,2008,77.39,67.74,27.13,57.17,7.35,17.96,15.78,21.39,10.61,23.61,16.43,9.43,6.43,3.78,15.57,,,,,,,,,,,,,,,,,0,15
357,1340.0,2008,78.67,66.33,26.62,54.9,9.62,22.71,15.81,22.67,11.38,23.67,17.19,14.14,7.1,3.81,17.43,,,,,,,,,,,,,,,,,0,16
358,1272.0,2008,80.21,60.45,28.94,61.88,7.94,22.55,14.39,24.06,14.24,26.76,16.21,12.24,8.67,6.0,17.45,,,,,,,,,,,,,,,,,5,01
359,1400.0,2008,75.22,61.22,26.78,58.22,7.48,19.56,14.19,20.11,11.93,25.44,12.67,9.26,6.3,5.37,15.26,,,,,,,,,,,,,,,,,3,02
360,1390.0,2008,71.88,56.96,24.92,54.15,5.46,14.81,16.58,23.81,13.62,25.96,14.58,12.62,4.62,5.5,16.58,,,,,,,,,,,,,,,,,2,03
361,1338.0,2008,78.54,62.85,28.35,58.62,6.85,18.19,15.0,22.58,14.54,24.54,17.31,12.31,7.5,3.58,15.38,,,,,,,,,,,,,,,,,1,04
362,1277.0,2008,76.16,61.0,27.84,56.4,5.44,13.88,15.04,20.52,13.44,25.36,19.32,13.16,6.44,4.72,16.92,,,,,,,,,,,,,,,,,2,05
363,1266.0,2008,79.43,59.13,27.96,59.22,7.26,20.0,16.26,23.04,13.43,24.74,16.48,13.43,10.09,4.39,19.48,,,,,,,,,,,,,,,,,1,06
364,1274.0,2008,76.52,63.95,25.05,56.71,6.95,17.67,19.48,25.67,12.86,25.86,13.62,12.95,6.9,5.33,17.48,,,,,,,,,,,,,,,,,1,07
365,1280.0,2008,76.64,61.59,27.36,56.86,7.23,20.36,14.68,22.32,12.27,29.86,14.41,15.23,6.5,8.18,15.36,,,,,,,,,,,,,,,,,1,08
366,1332.0,2008,83.44,68.94,28.89,56.06,9.5,21.11,16.17,24.28,10.39,25.78,17.06,12.5,5.17,3.39,15.83,,,,,,,,,,,,,,,,,0,09
367,1388.0,2008,79.17,60.79,27.42,57.38,8.38,22.25,15.96,23.75,12.33,26.33,15.71,13.42,8.0,5.33,16.17,,,,,,,,,,,,,,,,,0,10
368,1246.0,2008,70.44,56.78,24.5,48.67,5.72,14.11,15.72,21.94,9.61,25.56,13.5,15.56,7.17,5.28,15.78,,,,,,,,,,,,,,,,,0,11
369,1396.0,2008,75.1,64.9,26.1,54.29,8.43,21.67,14.48,19.0,8.76,25.0,16.05,11.48,6.43,4.81,16.29,,,,,,,,,,,,,,,,,0,12
370,1331.0,2008,71.91,58.57,24.09,51.91,6.78,17.0,16.96,25.3,10.96,25.48,14.22,12.61,6.87,4.17,16.0,,,,,,,,,,,,,,,,,0,13
371,1165.0,2008,77.33,65.1,27.14,53.71,7.67,18.38,15.38,19.95,8.9,25.29,14.81,13.62,5.67,3.0,17.48,,,,,,,,,,,,,,,,,0,14
372,1122.0,2008,77.12,67.12,25.54,54.54,8.46,20.54,17.58,24.42,10.04,22.38,15.29,11.88,10.17,2.5,16.54,,,,,,,,,,,,,,,,,0,15
373,1426.0,2008,75.18,64.88,26.47,52.35,6.24,15.88,16.0,23.18,9.12,28.06,13.41,16.82,6.0,2.12,19.29,,,,,,,,,,,,,,,,,0,16
374,1417.0,2008,75.27,58.73,27.0,55.43,5.33,15.17,15.93,21.77,12.3,23.93,14.6,12.23,7.37,3.6,14.03,,,,,,,,,,,,,,,,,4,01
375,1181.0,2008,85.85,67.3,29.26,61.11,9.41,23.48,17.93,25.78,12.41,24.48,15.37,12.63,9.04,4.33,18.56,,,,,,,,,,,,,,,,,1,02
376,1462.0,2008,78.56,60.33,26.37,53.3,8.22,19.89,17.59,23.44,11.26,25.85,16.52,13.26,5.93,3.81,17.33,,,,,,,,,,,,,,,,,3,03
377,1163.0,2008,80.04,65.75,27.25,56.5,5.21,12.96,20.33,28.54,13.58,29.54,15.79,13.38,5.79,9.38,14.33,,,,,,,,,,,,,,,,,0,04
378,1179.0,2008,72.54,59.08,24.23,54.23,9.08,24.46,15.0,19.69,11.96,22.35,14.42,11.08,7.15,2.31,14.46,,,,,,,,,,,,,,,,,0,05
379,1345.0,2008,68.54,56.79,22.79,53.21,7.67,19.54,15.29,21.17,11.0,21.62,14.29,12.96,8.5,4.33,17.96,,,,,,,,,,,,,,,,,1,06
380,1452.0,2008,81.26,60.43,28.61,58.0,7.96,20.0,16.09,23.09,12.09,24.87,17.52,11.13,7.78,5.91,18.91,,,,,,,,,,,,,,,,,2,07
381,1140.0,2008,77.59,60.67,27.0,56.93,8.3,21.3,15.3,22.96,10.59,29.67,18.63,13.63,6.52,4.26,16.93,,,,,,,,,,,,,,,,,0,08
382,1401.0,2008,75.52,56.22,27.22,53.74,6.26,16.04,14.83,23.17,10.96,29.57,14.57,11.87,4.87,4.61,15.52,,,,,,,,,,,,,,,,,1,09
383,1112.0,2008,77.5,62.89,26.33,51.33,7.44,17.28,17.39,22.89,8.33,25.17,17.0,11.67,5.61,4.11,15.44,,,,,,,,,,,,,,,,,0,10
384,1124.0,2008,82.75,69.8,28.0,59.85,8.85,21.7,17.9,24.4,11.15,27.15,13.0,12.95,8.05,4.05,19.15,,,,,,,,,,,,,,,,,0,11
385,1443.0,2008,78.32,62.84,27.92,56.8,7.44,18.32,15.04,21.04,11.76,23.28,12.8,14.16,7.92,3.84,20.24,,,,,,,,,,,,,,,,,2,12
386,1360.0,2008,69.0,59.25,25.3,52.25,4.95,13.05,13.45,20.3,9.85,24.25,14.8,14.25,7.55,3.5,15.95,,,,,,,,,,,,,,,,,1,13
387,1208.0,2008,73.81,62.19,26.38,55.56,6.25,15.88,14.81,21.19,13.31,25.81,13.0,15.31,7.69,4.44,16.81,,,,,,,,,,,,,,,,,0,14
388,1125.0,2008,82.25,71.54,28.0,61.21,10.62,28.83,15.62,21.83,12.96,25.04,17.21,14.08,8.58,1.54,17.75,,,,,,,,,,,,,,,,,0,15
389,1290.0,2008,69.0,60.67,23.2,53.07,4.67,12.53,17.93,25.4,13.47,24.33,12.73,14.73,6.47,3.2,17.27,,,,,,,,,,,,,,,,,0,16
390,1338.0,2009,79.85,62.89,30.11,61.22,6.37,17.37,13.26,19.7,15.04,25.33,18.59,11.37,7.15,3.93,15.44,,,,,,,,,,,,,,,,,3,01
391,1181.0,2009,79.75,62.36,26.79,58.75,7.61,20.57,18.57,25.64,13.39,24.07,13.5,12.07,8.57,4.21,17.57,,,,,,,,,,,,,,,,,2,02
392,1437.0,2009,79.69,65.27,27.31,57.81,7.12,18.38,17.96,24.15,12.23,26.08,15.96,12.27,7.88,3.31,18.38,,,,,,,,,,,,,,,,,4,03
393,1462.0,2009,74.92,59.92,24.68,52.0,7.12,17.28,18.44,26.6,11.68,28.64,14.12,15.12,5.72,5.44,18.32,,,,,,,,,,,,,,,,,2,04
394,1199.0,2009,69.68,61.56,23.76,53.04,6.12,17.6,16.04,22.08,11.04,24.6,12.8,15.2,8.56,6.0,17.68,,,,,,,,,,,,,,,,,0,05
395,1417.0,2009,79.36,60.52,29.08,56.32,7.56,17.96,13.64,18.72,10.92,22.72,16.4,11.88,8.36,3.48,15.96,,,,,,,,,,,,,,,,,1,06
396,1400.0,2009,75.05,61.23,27.05,57.82,4.55,13.05,16.41,24.86,13.45,25.14,13.14,11.68,6.82,5.91,18.36,,,,,,,,,,,,,,,,,1,07
397,1329.0,2009,84.18,68.32,27.86,58.09,9.45,23.32,19.0,24.73,9.86,26.41,12.91,11.14,8.09,3.05,20.14,,,,,,,,,,,,,,,,,1,08
398,1397.0,2009,83.57,68.71,30.71,61.33,6.67,19.81,15.48,22.76,13.14,26.86,18.62,14.0,6.86,3.9,19.0,,,,,,,,,,,,,,,,,0,09
399,1278.0,2009,70.24,58.38,25.14,53.57,6.1,17.05,13.86,19.38,11.81,22.95,15.62,13.76,8.81,6.76,17.19,,,,,,,,,,,,,,,,,0,10
400,1433.0,2009,71.46,57.67,25.25,53.38,6.5,16.71,14.46,20.75,9.88,24.42,13.88,12.33,8.04,4.79,17.12,,,,,,,,,,,,,,,,,0,11
401,1458.0,2009,67.42,54.47,23.68,50.32,6.11,15.84,13.95,19.58,9.47,23.11,13.11,8.84,4.74,2.95,13.74,,,,,,,,,,,,,,,,,1,12
402,1340.0,2009,75.14,64.59,26.55,57.05,9.55,24.45,12.5,17.68,12.0,21.73,15.59,13.64,8.64,2.64,15.82,,,,,,,,,,,,,,,,,0,13
403,1110.0,2009,66.96,54.79,23.96,49.04,7.75,18.71,11.29,17.29,8.67,24.42,13.46,12.33,5.62,2.92,17.5,,,,,,,,,,,,,,,,,0,14
404,1127.0,2009,71.41,63.41,24.41,54.14,5.86,17.59,16.73,23.77,10.45,24.82,12.09,13.0,7.14,4.64,19.59,,,,,,,,,,,,,,,,,0,15
405,1190.0,2009,82.14,67.59,29.05,59.59,6.05,16.86,18.0,25.05,12.14,26.59,13.05,13.77,8.82,3.59,17.18,,,,,,,,,,,,,,,,,0,16
406,1314.0,2009,90.7,71.15,32.11,65.26,7.0,18.04,19.48,25.26,14.11,27.78,19.37,12.89,8.52,5.41,15.22,,,,,,,,,,,,,,,,,6,01
407,1328.0,2009,80.22,65.56,27.37,55.07,6.74,18.63,18.74,27.26,11.85,27.59,14.7,13.19,7.3,4.56,16.7,,,,,,,,,,,,,,,,,3,02
408,1393.0,2009,84.52,69.76,30.6,60.4,6.64,18.52,16.68,25.56,12.68,28.72,19.32,15.0,8.0,5.32,15.12,,,,,,,,,,,,,,,,,2,03
409,1211.0,2009,81.28,59.16,29.44,58.72,7.92,18.92,14.48,20.68,10.64,28.52,15.52,11.24,7.64,5.16,15.68,,,,,,,,,,,,,,,,,2,04
410,1228.0,2009,68.04,53.79,26.08,54.08,5.79,14.88,10.08,14.12,9.17,24.08,18.54,12.12,6.38,3.96,14.33,,,,,,,,,,,,,,,,,0,05
411,1113.0,2009,71.88,55.83,24.5,48.29,8.33,21.71,14.54,19.42,8.17,23.33,17.04,11.54,6.42,2.42,14.67,,,,,,,,,,,,,,,,,1,06
412,1155.0,2009,80.7,63.39,29.26,60.43,7.91,20.17,14.26,20.65,14.3,23.43,15.7,13.57,9.7,6.39,16.96,,,,,,,,,,,,,,,,,0,07
413,1261.0,2009,78.62,63.15,27.85,59.85,6.5,16.42,16.42,22.46,13.69,27.08,16.19,12.38,8.19,6.58,16.19,,,,,,,,,,,,,,,,,1,08
414,1139.0,2009,68.48,57.04,22.28,49.92,8.36,22.68,15.56,21.88,10.04,23.56,13.04,12.24,6.4,3.12,17.68,,,,,,,,,,,,,,,,,0,09
415,1276.0,2009,74.42,60.58,25.53,54.84,9.26,25.74,14.11,18.32,9.42,23.53,17.79,11.21,7.47,3.11,13.84,,,,,,,,,,,,,,,,,1,10
416,1396.0,2009,71.27,58.5,25.59,56.73,7.41,19.91,12.68,17.95,12.05,28.55,15.55,12.27,5.41,4.14,16.27,,,,,,,,,,,,,,,,,0,11
417,1443.0,2009,73.87,61.65,25.48,55.61,7.39,20.0,15.52,21.65,13.0,25.13,13.61,12.74,5.52,3.39,17.0,,,,,,,,,,,,,,,,,1,12
418,1103.0,2009,69.73,55.68,23.36,54.5,7.45,21.91,15.55,22.18,12.36,22.91,12.82,12.77,8.55,2.41,19.55,,,,,,,,,,,,,,,,,0,13
419,1372.0,2009,68.2,56.7,25.45,55.25,5.55,16.75,11.75,17.4,9.15,25.55,13.45,11.95,5.85,3.1,17.75,,,,,,,,,,,,,,,,,0,14
420,1288.0,2009,71.68,58.91,26.27,56.68,5.73,15.32,13.41,20.41,13.55,26.0,12.59,13.09,6.05,3.36,18.45,,,,,,,,,,,,,,,,,0,15
421,1347.0,2009,79.17,66.78,27.89,57.56,4.94,13.17,18.44,26.61,12.56,30.94,15.39,15.83,6.94,5.0,16.5,,,,,,,,,,,,,,,,,0,16
422,1257.0,2009,77.11,60.04,28.14,59.82,8.57,22.89,12.25,19.04,12.54,26.07,17.71,13.71,9.39,6.21,16.75,,,,,,,,,,,,,,,,,3,01
423,1277.0,2009,73.88,59.19,25.96,54.92,5.54,14.31,16.42,23.88,13.62,25.54,16.88,13.46,6.62,2.81,18.65,,,,,,,,,,,,,,,,,5,02
424,1242.0,2009,80.36,63.2,28.12,55.52,6.64,15.64,17.48,23.4,11.36,27.56,17.0,14.52,6.96,4.72,18.68,,,,,,,,,,,,,,,,,2,03
425,1448.0,2009,83.88,67.42,29.79,58.92,3.92,11.75,20.38,28.5,12.08,30.12,14.17,16.0,8.79,5.75,17.62,,,,,,,,,,,,,,,,,0,04
426,1428.0,2009,73.71,61.0,24.79,49.92,7.67,19.17,16.46,20.71,7.67,27.75,14.21,13.62,5.62,5.08,18.38,,,,,,,,,,,,,,,,,0,05
427,1452.0,2009,78.52,58.43,27.48,59.57,7.57,20.65,16.0,23.22,15.61,24.22,16.43,11.43,7.09,5.04,18.74,,,,,,,,,,,,,,,,,0,06
428,1130.0,2009,79.05,67.77,27.82,59.68,6.55,18.45,16.86,22.86,14.14,25.0,16.27,13.32,6.41,4.82,17.45,,,,,,,,,,,,,,,,,0,07
429,1326.0,2009,70.68,58.14,24.59,48.68,6.91,17.36,14.59,20.68,7.82,24.23,14.41,12.77,6.36,5.55,14.64,,,,,,,,,,,,,,,,,0,08
430,1373.0,2009,78.38,66.31,29.12,60.54,5.08,15.08,15.08,22.5,11.81,24.69,15.5,12.77,9.58,5.0,13.77,,,,,,,,,,,,,,,,,1,09
431,1425.0,2009,70.43,58.67,25.1,52.43,3.48,11.1,16.76,24.24,11.62,26.24,12.19,13.43,6.62,5.19,14.76,,,,,,,,,,,,,,,,,1,10
432,1173.0,2009,68.31,57.54,23.92,55.31,5.46,17.04,15.0,22.73,13.88,25.12,14.46,13.65,6.31,3.81,17.73,,,,,,,,,,,,,,,,,1,11
433,1112.0,2009,78.47,65.95,26.84,53.37,7.21,16.42,17.58,23.84,11.05,22.84,15.74,12.68,6.63,3.68,14.53,,,,,,,,,,,,,,,,,2,12
434,1156.0,2009,67.68,56.59,24.05,53.14,4.95,14.59,14.64,20.64,11.14,22.91,14.59,12.05,8.36,3.55,17.41,,,,,,,,,,,,,,,,,1,13
435,1295.0,2009,79.83,65.75,28.21,57.08,6.88,16.67,16.54,22.33,10.62,25.5,14.58,11.54,7.0,3.21,15.67,,,,,,,,,,,,,,,,,0,14
436,1352.0,2009,74.38,60.88,26.54,51.83,6.58,15.21,14.71,20.5,10.17,24.0,15.92,15.5,8.79,3.83,19.0,,,,,,,,,,,,,,,,,0,15
437,1106.0,2009,71.15,58.65,26.05,53.75,5.35,15.75,13.7,21.65,11.2,26.2,14.3,13.25,5.65,5.25,16.95,,,,,,,,,,,,,,,,,0,16
438,1287.0,2009,75.12,65.06,24.65,53.24,5.59,15.41,20.24,27.29,13.71,25.65,14.29,15.06,6.82,4.0,18.88,,,,,,,,,,,,,,,,,1,16
439,1163.0,2009,77.37,60.59,27.22,56.67,4.74,12.89,18.19,26.48,13.63,28.85,15.52,12.19,5.48,7.7,11.74,,,,,,,,,,,,,,,,,4,01
440,1272.0,2009,75.0,55.48,26.29,57.81,5.77,17.61,16.65,23.71,13.1,25.74,13.9,12.0,8.94,6.1,17.0,,,,,,,,,,,,,,,,,2,02
441,1281.0,2009,84.07,63.57,30.5,62.89,7.25,19.75,15.82,23.29,13.21,25.18,18.93,12.36,10.82,4.14,19.5,,,,,,,,,,,,,,,,,3,03
442,1449.0,2009,79.96,64.72,27.96,59.44,4.04,11.72,20.0,28.12,14.92,26.88,13.0,14.76,8.28,2.96,18.64,,,,,,,,,,,,,,,,,1,04
443,1345.0,2009,71.0,54.0,25.36,54.76,7.0,18.48,13.28,19.16,9.96,25.52,15.88,11.2,7.96,5.32,16.24,,,,,,,,,,,,,,,,,2,05
444,1266.0,2009,81.25,64.88,27.79,58.0,6.71,18.75,18.96,25.96,12.33,23.83,16.58,11.83,9.0,3.21,16.83,,,,,,,,,,,,,,,,,1,06
445,1143.0,2009,78.77,64.41,28.45,55.18,6.45,13.09,15.41,20.32,9.55,25.05,16.55,11.18,4.59,2.36,15.91,,,,,,,,,,,,,,,,,0,07
446,1140.0,2009,78.12,60.29,27.92,55.46,7.21,18.29,15.08,20.38,8.75,28.08,16.5,11.42,7.12,3.92,17.75,,,,,,,,,,,,,,,,,0,08
447,1401.0,2009,74.87,64.04,25.17,54.04,6.35,16.3,18.17,25.52,12.39,25.39,13.65,11.96,5.39,4.0,15.91,,,,,,,,,,,,,,,,,1,09
448,1268.0,2009,76.65,62.95,26.8,60.6,7.0,18.55,16.05,20.2,12.45,25.2,15.65,12.0,8.6,4.3,15.65,,,,,,,,,,,,,,,,,1,10
449,1429.0,2009,74.21,60.97,26.38,51.97,6.59,16.07,14.86,19.97,10.55,24.07,16.72,11.1,5.07,2.62,14.69,,,,,,,,,,,,,,,,,0,11
450,1320.0,2009,69.57,59.61,23.22,47.39,6.61,16.48,16.52,22.39,8.22,25.13,13.0,11.26,3.96,2.57,17.0,,,,,,,,,,,,,,,,,0,12
451,1280.0,2009,77.05,64.45,25.95,55.36,8.82,21.36,16.32,23.41,11.0,27.77,13.82,14.27,6.77,8.0,16.0,,,,,,,,,,,,,,,,,0,13
452,1165.0,2009,78.25,60.9,27.8,54.6,7.8,17.2,14.85,20.0,9.75,27.85,16.5,12.6,6.65,4.65,17.35,,,,,,,,,,,,,,,,,0,14
453,1169.0,2009,78.69,63.81,27.81,57.62,7.12,17.94,15.94,23.19,13.12,25.88,15.0,16.88,9.56,2.81,20.94,,,,,,,,,,,,,,,,,0,15
454,1151.0,2009,78.88,68.25,25.44,53.5,8.25,22.12,19.75,28.69,12.56,26.94,13.19,14.25,6.62,2.62,16.25,,,,,,,,,,,,,,,,,0,16
455,1246.0,2010,80.22,64.91,28.41,58.47,6.19,17.53,17.22,25.53,14.31,27.12,15.09,14.53,7.38,7.31,16.0,,,,,,,,,,,,,,,,,3,01
456,1452.0,2010,73.15,60.48,25.26,57.56,6.67,20.04,15.96,22.56,15.56,23.37,15.7,11.78,5.96,4.07,17.52,,,,,,,,,,,,,,,,,4,02
457,1307.0,2010,78.21,66.14,26.03,58.07,8.24,21.48,17.9,26.66,13.21,25.93,14.93,11.21,7.07,3.48,17.52,,,,,,,,,,,,,,,,,1,03
