,TeamID,Season,PointScored,PointAllow,FG,oppFG,FGA,oppFGA,3P,opp3P,FT,oppFT,FTA,oppFTA,TO,oppTO,ORB,oppORB,DRB,oppDRB,Wins,Seed
329,1323,2008,80.61,70.52,28.23,26.77,61.45,65.0,8.45,7.39,15.71,9.58,21.35,14.84,13.0,12.61,13.32,12.74,28.32,23.1,1,05
330,1328,2008,68.42,63.39,24.0,22.42,54.27,55.18,6.33,6.15,14.09,12.39,20.7,16.79,12.91,13.3,11.36,10.55,24.61,22.52,1,06
331,1139,2008,68.34,57.75,22.72,21.19,50.47,49.34,9.22,4.97,13.69,10.41,18.56,15.41,10.25,13.84,8.94,9.59,20.72,21.16,1,07
332,1231,2008,75.12,64.69,25.34,23.38,54.69,57.22,6.59,6.91,17.84,11.03,23.38,17.19,13.72,13.53,11.62,10.75,26.41,20.59,0,08
333,1116,2008,73.64,67.03,26.73,23.21,57.39,55.7,5.88,6.36,14.3,14.24,21.27,20.33,15.45,15.15,12.82,10.97,23.94,21.3,1,09
334,1375,2008,75.61,65.68,25.61,23.65,53.81,56.26,6.68,6.87,17.71,11.52,24.87,17.29,13.9,14.06,12.06,10.81,24.9,20.23,0,10
335,1386,2008,73.33,67.27,25.3,23.73,53.06,54.73,7.3,7.61,15.42,12.21,21.24,17.85,12.73,14.27,9.94,11.52,22.24,20.67,0,11
336,1206,2008,69.88,62.3,24.48,22.85,52.15,54.52,6.12,5.91,14.79,10.7,21.0,14.88,11.97,11.73,9.97,9.36,24.45,20.94,0,12
337,1457,2008,65.13,58.84,23.58,20.06,53.55,50.81,6.35,6.74,11.61,11.97,19.42,17.19,12.84,15.06,11.52,9.61,23.48,22.55,0,13
338,1129,2008,81.22,76.09,28.84,27.31,57.44,61.56,8.12,6.78,15.41,14.69,23.12,20.66,15.69,14.47,9.94,10.97,26.12,22.72,0,14
339,1110,2008,65.09,61.78,21.16,20.72,47.78,50.22,7.84,6.25,14.94,14.09,20.09,19.09,13.62,12.12,9.47,9.78,22.56,19.84,0,15
340,1164,2008,59.15,66.12,20.59,22.91,52.24,52.03,4.09,6.94,13.88,13.35,19.35,20.47,14.62,16.41,11.09,12.65,20.21,23.53,0,16
341,1291,2008,69.06,66.5,24.22,23.0,54.25,55.41,6.0,5.47,14.62,15.03,21.0,21.38,14.38,15.09,10.09,11.81,23.94,23.59,1,16
342,1242,2008,81.18,61.67,29.45,21.39,58.36,55.85,6.79,7.24,15.48,11.64,21.88,17.18,12.91,15.85,12.3,10.79,26.42,20.09,6,01
343,1207,2008,69.72,57.97,25.09,19.72,51.62,53.75,7.84,5.56,11.69,12.97,17.56,19.22,13.22,12.78,9.91,12.34,25.09,20.03,1,02
344,1458,2008,67.33,53.76,23.48,19.73,52.15,51.97,5.82,5.3,14.55,9.0,20.52,13.21,12.09,13.85,11.61,9.67,24.3,20.48,2,03
345,1435,2008,80.58,74.36,27.36,26.91,58.61,61.79,9.06,7.15,16.79,13.39,22.82,19.48,14.48,15.0,10.45,12.67,24.88,23.52,0,04
346,1155,2008,79.19,69.5,29.5,25.41,64.38,58.31,8.0,4.97,12.19,13.72,19.56,19.28,14.75,17.81,15.66,13.09,22.59,23.25,0,05
347,1425,2008,69.06,63.19,24.97,22.94,51.88,58.59,5.56,6.22,13.56,11.09,19.81,16.06,14.72,13.34,9.25,12.81,24.47,20.38,0,06
348,1211,2008,76.5,63.25,27.0,22.38,55.75,56.88,6.5,6.78,16.0,11.72,22.38,18.16,14.19,15.0,11.22,11.09,26.31,21.25,0,07
349,1424,2008,69.25,61.94,23.94,22.0,57.0,54.19,7.56,6.09,13.81,11.84,18.53,17.72,10.62,14.62,10.5,11.44,24.22,25.12,1,08
350,1245,2008,69.24,61.59,24.06,21.32,51.47,52.09,5.79,5.44,15.32,13.5,21.47,20.09,14.59,16.21,10.97,12.29,22.32,19.59,0,09
351,1172,2008,77.32,63.13,28.65,21.9,60.74,52.23,8.77,6.71,11.26,12.61,15.45,19.68,12.19,16.58,11.23,9.45,24.87,23.26,3,10
352,1243,2008,78.77,68.97,27.9,24.17,62.87,57.23,6.63,6.6,16.33,14.03,23.5,21.43,15.17,16.4,16.17,11.13,25.0,22.2,1,11
353,1437,2008,72.84,69.31,24.84,22.66,57.94,51.72,7.06,7.75,16.09,16.25,22.25,23.75,14.22,16.53,13.47,10.34,22.62,23.06,2,12
354,1373,2008,76.81,71.06,27.56,26.81,61.12,59.5,7.0,7.69,14.69,9.75,21.5,15.12,11.09,17.38,11.72,13.34,22.19,25.06,1,13
355,1168,2008,82.48,72.9,29.74,26.61,62.45,57.1,8.61,7.19,14.39,12.48,20.39,18.58,13.42,17.29,12.0,10.03,23.87,24.26,0,14
356,1420,2008,74.87,69.52,26.58,25.13,58.48,57.55,7.32,7.23,14.39,12.03,19.68,16.45,9.68,12.52,11.29,11.81,22.61,23.26,0,15
357,1340,2008,74.1,68.33,25.63,24.2,54.67,54.17,9.03,6.3,13.8,13.63,20.57,18.77,14.67,15.3,11.17,10.13,22.43,21.7,0,16
358,1272,2008,79.68,60.62,28.76,21.65,61.76,56.56,7.94,4.85,14.21,12.47,23.85,18.53,12.21,16.59,14.12,11.03,26.68,23.24,5,01
359,1400,2008,74.85,64.91,26.85,22.94,59.79,57.94,7.73,7.48,13.42,11.55,19.48,17.21,9.24,12.15,12.73,12.64,24.85,22.52,3,02
360,1390,2008,70.67,60.61,24.85,21.64,55.36,54.85,5.39,4.97,15.58,12.36,22.39,18.64,12.27,11.79,13.18,10.39,25.67,20.42,2,03
361,1338,2008,74.14,65.2,27.09,23.74,58.97,56.43,6.14,6.4,13.83,11.31,21.03,16.31,12.2,14.11,14.51,11.83,23.29,21.57,1,04
362,1277,2008,71.3,62.0,26.33,21.94,54.88,54.73,4.97,6.55,13.67,11.58,18.7,17.61,13.67,12.45,12.39,11.36,24.82,18.73,2,05
363,1266,2008,75.91,64.31,26.5,22.22,59.34,53.84,7.16,4.94,15.75,14.94,22.47,22.03,13.25,16.94,13.56,11.75,23.19,22.19,1,06
364,1274,2008,73.81,68.03,25.03,23.71,57.71,57.87,6.77,6.81,16.97,13.81,22.71,20.42,13.19,14.26,12.68,12.87,24.77,23.16,1,07
365,1280,2008,73.09,65.06,26.09,23.12,56.59,62.81,6.97,6.97,13.94,11.84,21.66,17.12,15.28,12.72,12.22,13.88,28.66,22.5,1,08
366,1332,2008,76.81,72.42,26.97,25.97,55.61,58.61,8.71,6.97,14.16,13.52,20.55,19.52,12.65,11.13,10.19,10.77,23.9,21.35,0,09
367,1388,2008,75.83,63.4,26.47,23.33,57.63,57.53,7.87,4.53,15.03,12.2,22.67,17.7,13.47,14.9,12.6,11.7,25.4,22.6,0,10
368,1246,2008,68.6,65.33,23.73,21.6,50.6,54.77,5.8,5.97,15.33,16.17,20.9,23.0,15.93,13.3,9.73,12.07,24.0,19.8,0,11
369,1396,2008,72.61,68.58,25.33,24.0,53.73,56.73,7.88,7.64,14.06,12.94,18.97,18.0,12.76,12.88,8.85,11.42,23.88,22.12,0,12
370,1331,2008,68.87,61.48,23.71,22.0,53.87,55.1,6.61,5.03,14.84,12.45,22.26,16.52,12.74,13.81,11.32,10.94,24.45,22.48,0,13
371,1165,2008,76.62,69.0,27.12,24.08,55.35,56.65,7.92,6.92,14.46,13.92,18.96,19.96,13.92,14.31,8.92,11.0,24.69,22.0,0,14
372,1122,2008,74.59,70.68,24.65,25.18,54.65,53.94,7.85,8.0,17.44,12.32,24.41,17.65,12.74,16.85,10.12,10.21,21.41,23.71,0,15
373,1426,2008,72.5,69.96,25.64,23.64,54.46,58.46,5.93,7.79,15.29,14.89,22.61,22.18,17.39,14.96,10.5,11.93,27.25,22.57,0,16
374,1417,2008,74.03,59.64,26.55,22.73,55.82,52.52,5.3,5.0,15.64,9.18,21.24,13.48,12.3,14.88,12.61,8.21,23.45,19.58,4,01
375,1181,2008,84.12,69.31,28.75,25.91,61.78,59.5,9.28,4.84,17.34,12.66,24.97,19.03,13.59,18.59,12.72,12.34,24.44,24.31,1,02
376,1462,2008,75.33,62.33,25.45,21.97,53.3,54.33,7.76,6.88,16.67,11.52,22.21,17.12,13.27,13.09,11.27,10.36,24.79,19.58,3,03
377,1163,2008,77.72,68.62,26.34,25.25,56.94,65.78,5.16,7.44,19.88,10.69,27.66,15.69,13.59,12.22,13.53,14.81,28.38,20.91,0,04
378,1179,2008,72.27,61.03,24.37,22.8,54.83,52.87,9.13,7.03,14.4,8.4,18.83,12.53,11.43,15.2,11.83,10.73,21.9,20.53,0,05
379,1345,2008,68.72,61.19,23.34,21.09,55.19,48.62,7.38,5.34,14.66,13.66,20.75,20.62,12.91,17.75,11.25,9.62,21.38,23.03,1,06
380,1452,2008,74.7,63.27,26.39,22.03,58.15,52.45,7.27,5.97,14.64,13.24,21.55,20.42,10.94,15.61,11.97,10.88,23.76,23.18,2,07
381,1140,2008,74.06,63.12,25.94,22.56,56.32,58.5,8.18,5.15,14.0,12.85,21.26,18.06,14.26,13.65,10.5,10.41,28.5,23.79,0,08
382,1401,2008,71.12,61.94,25.24,22.79,54.3,57.88,5.85,6.03,14.79,10.33,23.18,15.52,12.64,11.45,11.7,10.7,27.24,21.61,1,09
383,1112,2008,71.56,66.78,24.72,24.62,51.97,56.41,6.59,5.31,15.53,12.22,20.91,17.41,12.22,12.56,8.34,11.47,22.69,21.47,0,10
384,1124,2008,80.73,74.47,27.9,25.7,61.6,60.0,8.43,6.23,16.5,16.83,22.27,23.97,12.6,14.23,11.73,12.37,25.6,25.17,0,11
385,1443,2008,76.61,65.13,27.32,21.39,57.68,51.23,7.23,5.26,14.74,17.1,20.87,24.45,13.97,17.48,12.32,11.03,22.61,20.97,2,12
386,1360,2008,65.0,63.0,23.67,22.97,53.09,52.27,4.85,5.33,12.82,11.73,19.03,17.7,14.85,15.42,10.76,9.94,22.82,22.27,1,13
387,1208,2008,67.88,66.97,24.56,24.44,57.78,57.19,5.97,6.16,12.78,11.94,18.94,18.69,14.75,13.0,13.66,11.62,24.81,22.75,0,14
388,1125,2008,79.31,74.28,27.19,26.5,60.88,57.56,10.47,6.88,14.47,14.41,20.72,20.5,14.91,16.38,12.56,10.53,24.16,24.62,0,15
389,1290,2008,61.03,65.63,20.9,23.7,52.33,52.97,4.6,5.2,14.63,13.03,21.77,19.87,14.37,15.1,11.5,11.33,21.53,23.93,0,16
390,1338,2009,77.71,64.16,29.26,23.06,60.58,55.74,6.19,6.23,13.0,11.81,19.32,17.06,12.1,13.23,14.77,10.39,24.77,19.52,3,01
391,1181,2009,78.03,65.62,26.59,24.29,59.29,56.5,7.24,4.97,17.62,12.06,24.35,17.47,12.32,16.47,13.32,11.59,23.29,22.0,2,02
392,1437,2009,76.55,67.0,25.97,22.45,56.88,55.55,6.61,7.76,18.0,14.33,24.27,21.06,13.36,15.48,12.21,11.15,25.21,22.15,4,03
393,1462,2009,72.38,62.41,24.34,22.09,52.56,56.81,6.88,5.78,16.81,12.44,24.91,18.84,15.0,12.81,12.06,10.69,27.41,20.38,2,04
394,1199,2009,68.62,65.0,23.53,22.03,54.12,57.06,6.24,6.76,15.32,14.18,21.21,20.59,15.68,15.44,11.62,13.62,24.26,21.53,0,05
395,1417,2009,76.0,63.27,28.06,22.76,56.79,51.09,7.48,5.36,12.39,12.39,17.18,17.85,12.36,16.03,11.48,9.67,21.55,19.58,1,06
396,1400,2009,72.33,65.45,26.21,22.88,59.27,56.39,4.61,6.0,15.3,13.7,22.82,20.48,12.52,13.76,14.21,12.09,24.67,22.03,1,07
397,1329,2009,81.12,74.21,27.03,25.55,59.15,57.73,9.33,6.48,17.73,16.64,23.85,23.85,12.42,15.27,10.09,11.12,25.39,25.48,1,08
398,1397,2009,78.48,72.36,28.27,25.27,62.09,57.48,6.61,7.21,15.33,14.61,22.76,21.36,13.36,15.18,14.36,11.06,24.67,23.36,0,09
399,1278,2009,66.16,61.45,23.61,20.61,53.26,51.29,5.74,6.65,13.19,13.58,18.39,18.58,14.48,15.03,11.94,11.16,21.94,20.97,0,10
400,1433,2009,72.0,63.36,25.64,21.61,55.42,54.45,6.55,5.76,14.18,14.39,20.12,20.55,12.7,14.61,10.67,12.12,23.3,22.39,0,11
401,1458,2009,64.39,59.0,22.48,21.35,50.84,48.39,6.48,4.77,12.94,11.52,17.87,16.1,10.13,11.45,9.84,7.52,21.26,20.58,1,12
402,1340,2009,73.71,68.35,26.13,25.16,57.77,55.39,9.68,5.68,11.77,12.35,17.16,17.52,13.61,14.68,11.81,10.81,21.81,22.84,0,13
403,1110,2009,64.45,58.42,23.35,20.0,50.06,50.74,7.1,5.58,10.65,12.84,16.42,17.87,13.23,12.81,9.52,9.74,23.45,20.32,0,14
404,1127,2009,69.9,66.93,24.03,22.63,55.17,55.07,6.03,5.7,15.8,15.97,23.03,22.87,13.27,14.7,11.2,12.57,23.43,23.9,0,15
405,1190,2009,78.09,70.16,27.62,24.34,59.59,59.44,5.94,8.28,16.91,13.19,23.72,19.09,14.0,16.62,11.41,12.16,26.12,24.25,0,16
406,1314,2009,89.39,72.87,31.35,27.03,65.97,65.1,6.81,7.45,19.87,11.35,25.94,16.35,13.0,15.71,15.19,12.77,27.32,22.29,6,01
407,1328,2009,79.19,67.81,27.25,24.09,55.78,60.56,6.91,7.28,17.78,12.34,26.16,18.12,13.72,12.62,12.12,12.53,27.06,21.0,3,02
408,1393,2009,80.97,72.91,29.32,27.29,60.15,66.12,6.85,7.32,15.47,11.0,24.18,17.26,15.18,14.32,12.74,15.0,26.82,22.59,2,03
409,1211,2009,78.8,61.57,28.53,21.37,58.5,57.97,7.4,6.93,14.33,11.9,20.23,17.0,11.43,15.27,10.37,12.07,27.5,22.6,2,04
410,1228,2009,64.61,56.61,25.09,21.3,54.61,54.27,5.55,4.97,8.88,9.03,12.48,14.27,12.36,13.7,9.55,11.61,23.73,21.55,0,05
411,1113,2009,69.55,60.06,23.79,21.24,49.39,52.0,8.09,5.97,13.88,11.61,18.76,15.82,11.52,12.12,8.42,10.0,22.91,19.76,1,06
412,1155,2009,78.97,68.23,28.74,24.97,61.48,57.77,8.1,5.81,13.39,12.48,19.58,18.84,14.35,17.26,14.23,13.55,22.71,21.74,0,07
413,1261,2009,74.91,65.48,26.7,23.21,59.82,57.39,6.0,5.27,15.52,13.79,21.61,20.03,12.09,13.18,13.64,11.3,25.82,22.61,1,08
414,1139,2009,67.0,58.2,21.77,19.93,49.77,51.7,7.93,5.9,15.53,12.43,21.53,17.5,12.57,13.03,9.97,10.03,23.9,20.93,0,09
415,1276,2009,66.84,63.31,23.19,23.22,54.66,52.72,8.66,5.59,11.81,11.28,15.66,15.53,11.28,13.72,9.47,10.19,21.25,23.91,1,10
416,1396,2009,68.97,63.39,25.06,22.85,56.27,56.67,7.64,6.39,11.21,11.3,16.06,16.88,12.64,11.88,11.12,10.97,25.82,22.91,0,11
417,1443,2009,72.1,66.94,25.39,24.23,56.39,55.68,7.81,6.23,13.52,12.26,19.19,17.84,13.39,13.26,12.74,10.97,24.0,21.19,1,12
418,1103,2009,66.41,60.5,22.59,20.09,54.26,49.76,7.12,4.82,14.12,15.5,19.74,22.41,13.74,17.62,11.74,12.15,21.35,22.26,0,13
419,1372,2009,64.22,58.07,23.89,19.85,55.07,51.41,5.56,4.07,10.89,14.3,16.41,20.07,11.93,14.19,9.04,9.67,24.81,25.07,0,14
420,1288,2009,66.94,61.58,24.55,21.15,57.7,52.73,5.12,4.3,12.73,14.97,19.67,21.64,13.09,15.12,14.18,11.67,23.7,22.55,0,15
421,1347,2009,74.79,72.55,26.52,25.48,57.0,63.21,4.76,8.24,17.0,13.34,25.07,19.07,16.52,12.38,12.38,11.69,29.14,22.59,0,16
422,1257,2009,73.94,61.61,26.79,22.18,59.42,56.39,8.06,5.21,12.3,12.03,19.12,17.73,13.67,16.39,12.58,11.88,25.42,23.64,3,01
423,1277,2009,71.91,62.91,25.38,21.75,55.78,52.5,5.16,6.47,16.0,12.94,23.31,18.56,14.03,13.88,13.97,8.81,24.94,20.16,5,02
424,1242,2009,77.12,65.81,27.06,22.12,56.53,57.06,6.47,6.59,16.53,14.97,22.72,20.88,14.59,13.75,12.09,11.03,26.81,20.56,2,03
425,1448,2009,81.37,70.3,29.33,24.63,59.97,62.27,4.03,6.7,18.67,14.33,26.23,20.37,15.8,16.03,12.67,12.57,28.3,22.37,0,04
426,1428,2009,70.97,63.47,24.0,22.06,50.28,55.12,7.19,5.12,15.78,14.22,20.06,19.78,13.62,10.38,7.75,9.19,27.09,20.94,0,05
427,1452,2009,72.38,61.62,25.53,21.68,59.35,51.74,6.65,4.71,14.68,13.56,21.09,19.79,12.03,15.65,15.21,10.56,23.12,21.91,0,06
428,1130,2009,74.94,70.45,26.27,25.15,58.94,59.48,6.39,5.85,16.0,14.3,21.79,20.64,13.39,12.55,14.3,13.52,22.94,20.79,0,07
429,1326,2009,66.69,61.62,23.56,22.34,48.69,54.59,6.53,7.84,13.03,9.09,18.62,13.12,13.09,13.16,8.03,11.53,22.81,20.22,0,08
430,1373,2009,77.67,70.03,28.91,26.64,61.09,61.09,5.18,6.67,14.67,10.09,22.15,14.73,13.06,16.82,12.18,12.73,23.82,23.73,1,09
431,1425,2009,68.36,63.48,24.91,22.36,52.58,55.06,3.76,6.42,14.79,12.33,22.21,17.67,14.03,12.94,11.7,10.7,24.12,19.58,1,10
432,1173,2009,67.52,61.52,23.94,20.88,55.94,52.67,5.52,6.33,14.12,13.42,21.88,19.15,13.79,14.76,13.76,10.24,24.21,22.45,1,11
433,1112,2009,72.19,68.44,25.66,25.06,54.06,57.53,6.19,8.31,14.69,10.0,20.0,14.62,12.59,11.88,11.09,11.81,22.75,19.62,2,12
434,1156,2009,64.97,59.84,23.03,20.91,54.16,51.06,4.75,5.09,14.16,12.94,20.09,18.97,12.47,15.81,11.56,11.34,22.09,22.97,1,13
435,1295,2009,79.13,69.0,27.93,25.8,57.87,57.27,7.03,5.27,16.23,12.13,21.87,16.97,11.7,13.07,10.77,9.33,24.47,22.03,0,14
436,1352,2009,70.74,65.03,25.15,22.32,52.88,52.5,6.5,6.53,13.94,13.85,19.71,20.82,15.41,16.12,10.15,10.94,23.18,20.71,0,15
437,1106,2009,69.48,63.59,25.55,22.93,54.93,58.41,5.69,4.83,12.69,12.9,20.03,19.52,13.76,12.93,11.41,13.62,24.72,21.38,0,16
438,1287,2009,69.34,68.69,23.72,23.25,54.5,54.94,5.09,7.16,16.81,15.03,23.22,21.88,15.41,12.38,13.56,10.38,24.81,20.81,1,16
439,1163,2009,77.32,63.97,27.39,24.45,58.26,64.84,4.74,6.19,17.81,8.87,26.29,12.52,12.68,12.03,14.23,13.1,28.52,21.35,4,01
440,1272,2009,74.06,56.88,26.0,19.74,58.68,54.5,5.82,4.53,16.24,12.88,23.32,18.71,12.44,15.71,13.62,11.26,25.85,22.03,2,02
441,1281,2009,81.12,66.47,29.41,23.26,62.35,56.0,7.06,5.26,15.24,14.68,22.79,22.0,12.35,18.88,13.03,12.47,23.94,24.15,3,03
442,1449,2009,78.94,69.61,27.94,25.33,60.82,60.12,4.24,5.64,18.82,13.3,26.94,19.76,14.88,14.97,15.12,11.64,25.85,20.91,1,04
443,1345,2009,69.35,59.12,24.82,21.15,55.59,54.44,6.71,5.56,13.0,11.26,18.56,16.88,11.65,15.12,9.68,11.26,24.56,23.26,2,05
444,1266,2009,78.85,69.45,26.48,25.48,58.06,56.79,7.06,6.85,18.82,11.64,26.12,17.33,11.73,15.45,12.09,10.45,23.48,22.79,1,06
445,1143,2009,75.03,68.34,27.09,24.88,55.91,56.53,6.34,5.5,14.5,13.09,19.19,18.53,12.03,12.53,9.97,10.34,23.72,21.0,0,07
446,1140,2009,77.19,64.74,27.65,22.39,56.74,55.61,7.29,5.74,14.61,14.23,20.06,20.19,11.42,13.87,9.19,9.39,27.16,22.87,0,08
447,1401,2009,71.72,66.34,23.94,24.31,53.62,56.38,6.03,6.28,17.81,11.44,25.62,16.62,12.84,12.5,12.59,10.25,24.47,21.56,1,09
448,1268,2009,71.45,68.45,26.24,24.73,62.24,59.27,5.76,6.91,13.21,12.09,17.21,17.67,12.48,15.64,13.24,13.7,23.45,24.58,1,10
449,1429,2009,72.91,62.45,25.82,22.45,51.94,53.33,6.45,5.73,14.82,11.82,19.88,15.94,11.39,10.64,10.58,9.18,23.88,18.52,0,11
450,1320,2009,67.7,63.55,22.61,22.3,49.64,53.21,6.36,7.18,16.12,11.76,21.42,16.58,11.61,10.67,8.67,8.91,24.85,21.52,0,12
451,1280,2009,74.03,69.03,24.59,25.09,57.06,63.59,8.24,6.68,16.62,12.18,23.59,18.68,14.09,13.47,11.21,14.85,26.94,24.76,0,13
452,1165,2009,73.21,64.97,26.17,23.31,55.38,55.72,7.48,5.14,13.38,13.21,18.14,19.0,13.07,13.69,10.24,10.83,25.07,21.62,0,14
453,1169,2009,73.76,70.17,26.48,23.03,58.1,54.97,7.03,6.83,13.76,17.28,19.93,23.52,17.59,17.21,12.9,11.38,24.03,22.1,0,15
454,1151,2009,75.0,76.47,24.75,27.06,56.28,61.22,8.12,10.28,17.38,12.06,26.69,18.44,15.41,14.06,12.34,12.03,26.12,24.31,0,16
455,1246,2010,79.24,65.26,28.0,23.38,58.47,61.35,5.97,6.59,17.26,11.91,25.44,17.0,14.5,14.09,14.29,12.85,27.06,20.65,3,01
456,1452,2010,72.97,63.79,25.27,21.94,58.24,51.73,6.94,5.42,15.48,14.48,22.24,21.0,11.73,13.55,15.58,10.33,22.76,21.15,4,02
457,1307,2010,76.64,67.06,25.42,23.3,57.7,54.61,7.97,7.3,17.82,13.15,26.33,19.42,11.21,13.88,13.21,9.33,25.52,23.64,1,03
458,1458,2010,67.48,56.19,23.61,20.0,53.13,47.87,7.65,4.1,12.61,12.1,17.16,17.52,8.87,12.13,9.74,7.84,22.68,22.35,1,04
459,1396,2010,64.94,56.15,24.24,20.59,55.59,54.38,5.85,4.91,10.62,10.06,15.41,14.47,10.47,11.29,11.03,9.88,26.06,22.85,0,05
460,1266,2010,72.94,64.18,25.27,24.18,55.73,54.12,7.94,4.97,14.45,10.85,19.55,15.94,10.3,14.42,10.24,10.64,21.55,22.33,0,06
461,1155,2010,73.29,63.84,26.55,23.1,58.55,55.16,6.58,4.61,13.61,13.03,20.65,19.26,14.84,17.48,12.97,12.0,23.71,22.9,0,07
462,1400,2010,81.24,69.7,29.67,24.64,63.3,61.24,5.67,5.61,16.24,14.82,25.61,21.61,13.91,15.03,14.94,12.58,27.21,22.79,0,08
463,1448,2010,72.97,68.45,26.21,23.24,59.83,60.62,4.34,5.66,16.21,16.31,24.55,23.38,15.17,14.14,14.62,13.97,27.21,23.34,1,09
464,1281,2010,77.56,65.81,27.38,22.75,62.03,55.62,7.69,5.25,15.12,15.06,20.78,21.53,13.0,19.66,12.97,13.66,22.41,24.34,1,10
465,1449,2010,79.79,69.94,27.88,23.67,61.67,56.33,5.18,4.76,18.85,17.85,25.91,26.12,12.79,16.09,13.52,11.52,24.88,22.61,2,11
466,1165,2010,75.17,64.55,26.76,22.07,56.1,52.34,9.79,5.76,11.86,14.66,16.21,20.38,12.24,13.79,10.28,9.9,23.17,21.52,2,12
467,1459,2010,69.03,61.88,23.55,22.06,53.73,52.55,5.82,5.03,16.12,12.73,23.94,18.79,11.97,14.21,11.52,9.91,23.94,22.82,0,13
468,1285,2010,69.45,62.17,24.59,21.69,51.1,51.45,6.52,5.66,13.76,13.14,19.07,19.86,12.14,12.59,8.76,9.97,23.62,20.41,0,14
469,1288,2010,76.75,70.25,26.17,24.39,60.5,57.67,5.61,4.89,18.81,16.58,26.75,24.72,13.53,14.44,15.42,13.17,24.86,23.0,0,15
470,1190,2010,69.03,66.39,24.48,22.52,56.39,54.3,5.12,7.21,14.94,14.15,22.58,21.36,14.67,16.73,12.67,12.09,23.67,23.39,0,16
471,1181,2010,77.97,61.71,26.5,22.38,60.21,55.41,7.56,3.85,17.41,13.09,22.82,19.12,11.12,14.79,14.62,11.79,24.44,21.35,6,01
472,1437,2010,82.55,72.87,27.61,23.0,59.42,56.52,7.71,7.35,19.61,19.52,26.13,27.68,13.81,15.19,13.42,12.03,25.65,21.84,1,02
473,1124,2010,76.71,66.55,27.16,22.97,56.16,59.03,7.03,6.77,15.35,13.84,20.94,20.48,14.0,12.1,12.19,13.0,26.45,19.61,3,03
474,1345,2010,71.09,60.91,24.81,20.91,55.66,51.84,5.38,5.31,16.09,13.78,22.16,19.41,10.88,15.84,10.41,10.5,22.91,23.47,2,04
475,1401,2010,71.23,64.74,23.61,22.23,53.71,53.9,6.23,6.13,17.77,14.16,26.81,20.16,12.32,13.97,11.9,10.71,24.45,23.19,1,05
476,1323,2010,76.03,68.88,26.38,25.09,55.71,57.65,7.5,6.76,15.76,11.94,21.79,16.06,10.35,10.38,11.35,10.68,24.29,21.59,0,06
477,1350,2010,69.29,62.24,24.79,21.62,55.59,55.12,7.06,5.09,12.65,13.91,18.15,19.71,11.26,15.15,9.0,13.03,24.0,24.82,0,07
478,1143,2010,77.97,68.39,27.91,24.64,58.45,56.85,6.58,5.67,15.58,13.45,20.58,19.3,12.0,12.94,11.48,10.76,24.27,21.12,1,08
479,1257,2010,76.34,69.59,26.56,23.75,59.38,55.69,8.03,6.16,15.19,15.94,21.59,22.78,13.69,15.34,14.47,13.28,22.41,21.97,0,09
480,1388,2010,78.8,66.27,28.03,25.23,58.0,59.27,8.5,3.77,14.23,12.03,18.6,18.63,11.47,11.03,10.83,11.53,25.83,21.13,2,10
481,1330,2010,67.53,57.15,25.85,20.68,57.65,51.59,4.62,5.35,11.21,10.44,17.38,15.74,12.79,14.29,15.21,10.06,23.97,20.35,1,11
482,1429,2010,73.58,60.18,27.0,21.64,54.85,53.45,6.88,5.64,12.7,11.27,16.67,15.91,10.24,11.06,10.21,9.3,25.09,20.0,0,12
483,1373,2010,75.45,65.27,27.48,25.55,59.94,59.79,4.76,6.18,15.73,8.0,23.48,12.58,12.24,15.24,12.94,10.85,25.39,23.39,0,13
484,1358,2010,79.89,72.32,27.29,24.96,58.46,55.86,8.96,6.25,16.36,16.14,23.07,23.29,13.43,15.0,12.04,10.68,24.39,22.93,0,14
485,1352,2010,68.5,65.68,23.32,21.03,53.32,51.44,5.65,6.32,16.21,17.29,24.5,24.15,14.68,15.68,11.79,11.21,23.26,22.41,0,15
486,1115,2010,64.41,64.69,21.59,20.56,52.53,50.56,4.09,5.06,17.12,18.5,25.81,27.88,16.94,14.12,12.59,9.19,25.62,22.41,1,16
487,1457,2010,62.57,61.93,22.63,21.37,58.8,52.8,4.0,5.53,13.3,13.67,20.8,20.43,12.2,15.33,13.57,10.5,24.8,26.33,0,16
488,1242,2010,81.76,63.79,28.56,22.47,58.47,59.56,7.26,6.26,17.38,12.59,24.79,18.59,12.97,14.12,12.94,12.82,27.59,20.94,1,01
489,1326,2010,74.24,61.21,26.82,22.12,54.06,53.85,7.32,6.79,13.26,10.18,19.29,14.41,11.32,14.21,9.09,9.68,24.38,21.65,2,02
490,1207,2010,73.24,65.12,26.48,22.91,53.15,55.61,6.18,6.15,14.09,13.15,19.79,18.36,13.79,13.12,9.67,11.27,23.7,19.85,0,03
491,1268,2010,79.27,68.03,29.13,24.37,61.73,62.47,5.87,6.6,15.13,12.7,20.93,18.13,11.87,15.3,12.57,15.2,25.77,23.03,1,04
492,1277,2010,72.62,63.69,26.91,22.53,56.84,55.62,4.78,6.72,14.03,11.91,20.59,16.69,14.03,12.94,13.53,10.09,25.5,19.91,4,05
493,1397,2010,73.64,64.94,26.76,21.61,59.12,54.88,5.88,6.12,14.24,15.61,21.3,22.42,13.24,16.76,11.73,11.64,25.0,24.39,3,06
